"X","V1","V2","V3","End","Interval"
635683,"chr19","271479_271779_AluSc_SINE",81,271779,1
635694,"chr19","297046_297373_AluSg_SINE",98,297373,1
635704,"chr19","318774_319081_AluY_SINE",83,319081,1
635705,"chr19","319081_319390_AluSx1_SINE",81,319390,1
635709,"chr19","321892_322204_AluY_SINE",81,322204,1
635721,"chr19","337585_337891_AluSz_SINE",83,337891,1
635722,"chr19","337891_338200_AluSc_SINE",81,338200,1
635727,"chr19","349398_349701_AluSq2_SINE",81,349701,1
635729,"chr19","354492_354787_AluSq2_SINE",81,354787,1
635730,"chr19","354850_355161_AluSp_SINE",80,355161,1
635743,"chr19","380482_380778_AluY_SINE",82,380778,1
635754,"chr19","439746_440043_AluSx1_SINE",81,440043,1
635758,"chr19","447497_447795_AluSq2_SINE",80,447795,1
635760,"chr19","451600_451895_AluSx1_SINE",81,451895,1
635763,"chr19","454504_454805_AluSq_SINE",84,454805,1
635772,"chr19","476924_477186_AluJb_SINE",81,477186,1
635789,"chr19","515750_516059_AluYa5_SINE",82,516059,1
635790,"chr19","516372_516682_AluSc_SINE",81,516682,1
635794,"chr19","527056_527363_AluSx_SINE",79,527363,1
635800,"chr19","529942_530246_AluY_SINE",82,530246,1
635804,"chr19","542880_543151_AluSx1_SINE",81,543151,1
635812,"chr19","552147_552394_AluSx1_SINE",83,552394,1
635816,"chr19","554237_554533_AluSq_SINE",81,554533,1
635818,"chr19","555643_555946_AluSp_SINE",80,555946,1
635819,"chr19","557395_557670_AluSx1_SINE",79,557670,1
635821,"chr19","559372_559661_AluSp_SINE",80,559661,1
635828,"chr19","563561_563851_AluY_SINE",81,563851,1
635842,"chr19","598610_598907_AluY_SINE",89,598907,1
635845,"chr19","601032_601327_AluSg_SINE",81,601327,1
635853,"chr19","625706_626000_AluSx3_SINE",81,626000,1
635858,"chr19","628722_629030_AluSg_SINE",81,629030,1
635859,"chr19","630875_631169_AluSx_SINE",82,631169,1
635865,"chr19","636317_636611_AluSx1_SINE",84,636611,1
635869,"chr19","641294_641596_AluY_SINE",81,641596,1
