"X","V1","V2","V3","End","Interval"
698828,"chr22","16490246_16490550_AluSg_SINE",81,16490550,2
698834,"chr22","16693087_16693385_AluY_SINE",82,16693385,3
698847,"chr22","16917906_16918186_AluSq2_SINE",81,16918186,3
698892,"chr22","17079279_17079580_AluY_SINE",82,17079580,3
698901,"chr22","17137729_17138021_AluY_SINE",79,17138021,4
698905,"chr22","17205295_17205586_AluSp_SINE",82,17205586,4
698908,"chr22","17234879_17235165_AluSx1_SINE",83,17235165,4
698910,"chr22","17237369_17237657_AluSq2_SINE",82,17237657,4
698916,"chr22","17283377_17283676_AluSc_SINE",81,17283676,4
698945,"chr22","17518703_17519008_AluSx1_SINE",87,17519008,4
698962,"chr22","17546763_17547065_AluSq2_SINE",77,17547065,4
698968,"chr22","17555247_17555538_AluSx3_SINE",81,17555538,4
698981,"chr22","17570916_17571201_AluSx3_SINE",81,17571201,4
698985,"chr22","17591105_17591408_AluSz_SINE",81,17591408,4
698989,"chr22","17606353_17606658_AluSp_SINE",80,17606658,4
698991,"chr22","17608601_17608916_AluSc8_SINE",81,17608916,4
698994,"chr22","17612003_17612312_AluY_SINE",87,17612312,4
699004,"chr22","17636121_17636434_AluSx3_SINE",82,17636434,5
699010,"chr22","17641863_17642165_AluSx_SINE",73,17642165,5
699015,"chr22","17649251_17649549_AluSx1_SINE",72,17649549,5
699028,"chr22","17663988_17664272_AluSc_SINE",82,17664272,5
699038,"chr22","17669487_17669757_AluY_SINE",82,17669757,5
699043,"chr22","17676642_17676935_AluSx3_SINE",82,17676935,5
699054,"chr22","17685903_17686209_AluSx1_SINE",83,17686209,5
699085,"chr22","17718942_17719246_AluSg_SINE",81,17719246,5
699094,"chr22","17728134_17728427_AluSx_SINE",81,17728427,5
699104,"chr22","17735236_17735509_AluSg4_SINE",82,17735509,5
699151,"chr22","17788023_17788326_AluSx1_SINE",81,17788326,5
699153,"chr22","17791159_17791447_AluSc_SINE",83,17791447,5
699155,"chr22","17792045_17792348_AluSp_SINE",80,17792348,5
699159,"chr22","17799011_17799318_AluY_SINE",82,17799318,5
699174,"chr22","17813781_17814047_AluSx1_SINE",81,17814047,5
699182,"chr22","17824041_17824321_AluSg4_SINE",65,17824321,5
699187,"chr22","17826909_17827199_AluSg_SINE",81,17827199,5
699199,"chr22","17837100_17837396_AluSz6_SINE",83,17837396,5
699203,"chr22","17841289_17841584_AluSz_SINE",76,17841584,5
699204,"chr22","17841770_17842090_AluJb_SINE",81,17842090,5
699208,"chr22","17843510_17843813_AluSg4_SINE",81,17843813,5
699214,"chr22","17848276_17848585_AluSq2_SINE",82,17848585,5
699217,"chr22","17855626_17855918_AluSg_SINE",81,17855918,5
699226,"chr22","17868690_17869002_AluSz_SINE",81,17869002,5
699228,"chr22","17869507_17869816_AluSx_SINE",81,17869816,5
699233,"chr22","17873766_17874075_AluSp_SINE",80,17874075,5
699236,"chr22","17876153_17876451_AluSx1_SINE",82,17876451,5
699240,"chr22","17881881_17882175_AluSx1_SINE",82,17882175,5
699242,"chr22","17883865_17884135_AluSg_SINE",82,17884135,5
699244,"chr22","17886134_17886418_AluSx_SINE",83,17886418,5
699257,"chr22","17915028_17915301_AluSc8_SINE",82,17915301,5
699259,"chr22","17921585_17921890_AluSg7_SINE",82,17921890,5
