"X","V1","V2","V3","End","Interval"
415503,"chr11","225131_225442_AluSc8_SINE",81,225442,1
415504,"chr11","226402_226707_AluSx_SINE",81,226707,1
415512,"chr11","234403_234714_AluY_SINE",83,234714,1
415514,"chr11","240101_240411_AluSq2_SINE",82,240411,1
415535,"chr11","286730_287036_AluY_SINE",82,287036,1
415582,"chr11","463215_463442_AluY_SINE",80,463442,1
415586,"chr11","466399_466708_AluSz_SINE",82,466708,1
415590,"chr11","470578_470887_AluSg_SINE",81,470887,1
415603,"chr11","505628_505865_AluJb_SINE",82,505865,1
415607,"chr11","508761_509062_AluSq_SINE",82,509062,1
415619,"chr11","521633_521924_AluY_SINE",83,521924,1
415621,"chr11","522746_522968_AluSx_SINE",81,522968,1
415629,"chr11","526654_526956_AluSx1_SINE",81,526956,1
415644,"chr11","570270_570579_AluSx_SINE",83,570579,1
415647,"chr11","572576_572878_AluSx_SINE",81,572878,1
415677,"chr11","631663_631953_AluSx1_SINE",81,631953,2
415682,"chr11","634252_634546_AluY_SINE",84,634546,2
415686,"chr11","645318_645617_AluSp_SINE",82,645617,2
415690,"chr11","648196_648493_AluY_SINE",83,648493,2
415694,"chr11","650098_650399_AluSx1_SINE",81,650399,2
415724,"chr11","676534_676802_AluSx1_SINE",80,676802,2
415739,"chr11","712003_712302_AluSx1_SINE",81,712302,2
415742,"chr11","714960_715256_AluY_SINE",82,715256,2
415749,"chr11","731196_731483_AluSc8_SINE",82,731483,2
415750,"chr11","731638_731941_AluSp_SINE",80,731941,2
415761,"chr11","741257_741568_AluSq2_SINE",81,741568,2
415773,"chr11","753249_753561_AluYk4_SINE",82,753561,2
415775,"chr11","754460_754771_AluSx_SINE",81,754771,2
415785,"chr11","760764_761045_AluSc8_SINE",83,761045,2
415791,"chr11","768208_768503_AluSc_SINE",81,768503,2
415794,"chr11","769617_769915_AluY_SINE",89,769915,2
415795,"chr11","775973_776278_AluSc_SINE",81,776278,2
415801,"chr11","783184_783465_AluY_SINE",81,783465,2
415835,"chr11","882045_882337_AluY_SINE",81,882337,2
415843,"chr11","912562_912867_AluY_SINE",82,912867,2
415847,"chr11","915739_916036_AluY_SINE",82,916036,2
415870,"chr11","939951_940252_AluSz_SINE",80,940252,2
415878,"chr11","950814_951105_AluSx_SINE",80,951105,2
415898,"chr11","983008_983322_AluSz_SINE",83,983322,2
415908,"chr11","1044534_1044806_AluSx_SINE",81,1044806,2
415910,"chr11","1045436_1045736_AluSx1_SINE",81,1045736,2
415918,"chr11","1058688_1058955_AluY_SINE",82,1058955,2
415920,"chr11","1064758_1065063_AluSx1_SINE",81,1065063,2
415926,"chr11","1130097_1130394_AluSz_SINE",81,1130394,3
415929,"chr11","1139670_1139978_AluY_SINE",82,1139978,3
415933,"chr11","1258817_1259125_AluSq_SINE",80,1259125,3
415940,"chr11","1336252_1336546_AluYc_SINE",83,1336546,3
415947,"chr11","1346457_1346764_AluSg_SINE",81,1346764,3
415986,"chr11","1545780_1546088_AluSx_SINE",82,1546088,3
415994,"chr11","1566951_1567255_AluSx1_SINE",81,1567255,3
415996,"chr11","1596577_1596872_AluSq2_SINE",80,1596872,3
415999,"chr11","1598581_1598890_AluSx1_SINE",81,1598890,3
416005,"chr11","1603983_1604285_AluSz_SINE",89,1604285,3
416011,"chr11","1612797_1613097_AluSp_SINE",78,1613097,4
416026,"chr11","1644044_1644343_AluY_SINE",82,1644343,4
416032,"chr11","1658442_1658729_AluSx1_SINE",80,1658729,4
416034,"chr11","1667321_1667622_AluSq10_SINE",81,1667622,4
416035,"chr11","1668014_1668324_AluSg_SINE",81,1668324,4
416039,"chr11","1678103_1678414_AluSx1_SINE",80,1678414,4
416041,"chr11","1679779_1680090_AluY_SINE",82,1680090,4
416058,"chr11","1739748_1740036_AluSx1_SINE",81,1740036,4
416062,"chr11","1744694_1744992_AluSx3_SINE",82,1744992,4
416079,"chr11","1810800_1811122_AluY_SINE",90,1811122,4
416083,"chr11","1815136_1815441_AluSx3_SINE",89,1815441,4
416086,"chr11","1816693_1816948_AluY_SINE",82,1816948,4
416109,"chr11","1916357_1916655_AluSq_SINE",81,1916655,4
416118,"chr11","1932393_1932696_AluSx1_SINE",81,1932696,4
416129,"chr11","2071363_2071645_AluSx1_SINE",80,2071645,4
416139,"chr11","2134553_2134824_AluJb_SINE",81,2134824,5
416140,"chr11","2138465_2138761_AluSz_SINE",81,2138761,5
416153,"chr11","2228058_2228290_AluSp_SINE",80,2228290,5
416182,"chr11","2438405_2438714_AluSc8_SINE",86,2438714,5
416192,"chr11","2490903_2491189_AluYc_SINE",81,2491189,5
416196,"chr11","2505383_2505694_AluSx_SINE",82,2505694,5
416197,"chr11","2525704_2526005_AluSz_SINE",81,2526005,5
416211,"chr11","2642193_2642507_AluSx1_SINE",81,2642507,6
416215,"chr11","2653131_2653437_AluY_SINE",83,2653437,6
416218,"chr11","2767111_2767419_AluSz_SINE",81,2767419,6
416234,"chr11","2946791_2947092_AluSc_SINE",87,2947092,6
416236,"chr11","2957287_2957586_AluSx3_SINE",81,2957586,6
416239,"chr11","2960629_2960928_AluSz_SINE",82,2960928,6
416242,"chr11","2986781_2987059_AluY_SINE",83,2987059,6
416255,"chr11","3015093_3015400_AluY_SINE",82,3015400,6
416260,"chr11","3027427_3027708_AluSx1_SINE",81,3027708,6
416267,"chr11","3040643_3040953_AluSx3_SINE",91,3040953,6
416271,"chr11","3046451_3046752_AluSx_SINE",81,3046752,6
416276,"chr11","3068225_3068526_AluY_SINE",82,3068526,6
416279,"chr11","3079510_3079789_AluSc5_SINE",81,3079789,6
416282,"chr11","3082883_3083203_AluSx_SINE",88,3083203,6
416298,"chr11","3099473_3099788_AluSq_SINE",84,3099788,6
416301,"chr11","3102446_3102740_AluSx1_SINE",80,3102740,6
416321,"chr11","3205470_3205767_AluSz_SINE",81,3205767,7
416322,"chr11","3209516_3209807_AluSz_SINE",77,3209807,7
416348,"chr11","3408383_3408678_AluY_SINE",82,3408678,7
416354,"chr11","3432019_3432321_AluSx1_SINE",80,3432321,7
416361,"chr11","3447975_3448270_AluSx1_SINE",80,3448270,7
416362,"chr11","3448546_3448858_AluSz_SINE",81,3448858,7
416379,"chr11","3487125_3487416_AluSg_SINE",80,3487416,7
416394,"chr11","3543661_3543947_AluSc_SINE",81,3543947,7
416395,"chr11","3544320_3544630_AluSc_SINE",81,3544630,7
416403,"chr11","3580098_3580387_AluY_SINE",83,3580387,7
416411,"chr11","3598081_3598371_AluSx1_SINE",81,3598371,7
416415,"chr11","3619019_3619303_AluSz_SINE",82,3619303,7
416429,"chr11","3644701_3645013_AluSx_SINE",81,3645013,8
416430,"chr11","3648893_3649197_AluY_SINE",82,3649197,8
416431,"chr11","3649222_3649521_AluSz_SINE",81,3649521,8
416435,"chr11","3652059_3652357_AluSx_SINE",79,3652357,8
416441,"chr11","3661966_3662266_AluSz_SINE",82,3662266,8
416448,"chr11","3679281_3679592_AluSx1_SINE",81,3679592,8
416449,"chr11","3682720_3683027_AluSq2_SINE",82,3683027,8
416460,"chr11","3705155_3705466_AluSq2_SINE",85,3705466,8
416464,"chr11","3710474_3710781_AluY_SINE",83,3710781,8
416477,"chr11","3719675_3719981_AluSq2_SINE",80,3719981,8
416486,"chr11","3738240_3738526_AluSz_SINE",81,3738526,8
416496,"chr11","3751587_3751893_AluSz_SINE",88,3751893,8
416498,"chr11","3755264_3755561_AluSq2_SINE",81,3755561,8
416521,"chr11","3779265_3779580_AluY_SINE",86,3779580,8
416524,"chr11","3782707_3783027_AluSg7_SINE",81,3783027,8
416526,"chr11","3784798_3785068_AluSx_SINE",81,3785068,8
