"X","V1","V2","V3","End","Interval"
504478,"chr14","19059370_19059671_AluSg4_SINE",81,19059671,1
504482,"chr14","19073018_19073355_AluY_SINE",82,19073355,2
504496,"chr14","19106797_19107119_AluY_SINE",86,19107119,2
504501,"chr14","19115933_19116241_AluSc_SINE",82,19116241,2
504509,"chr14","19336826_19337130_AluSg_SINE",81,19337130,2
504602,"chr14","20435975_20436267_AluSp_SINE",80,20436267,4
504606,"chr14","20459307_20459578_AluSq_SINE",81,20459578,4
504607,"chr14","20478836_20479151_AluY_SINE",84,20479151,4
504611,"chr14","20513650_20513938_AluJb_SINE",82,20513938,4
504613,"chr14","20540022_20540296_AluSc8_SINE",81,20540296,4
504617,"chr14","20547046_20547344_AluSc_SINE",80,20547344,4
504621,"chr14","20610293_20610573_AluY_SINE",86,20610573,5
504643,"chr14","20693540_20693883_AluSq_SINE",107,20693883,5
504652,"chr14","20747395_20747656_AluSp_SINE",76,20747656,5
504667,"chr14","20789616_20789894_AluSg7_SINE",82,20789894,5
504668,"chr14","20790781_20791081_AluSx_SINE",81,20791081,5
504674,"chr14","20802334_20802540_AluJb_SINE",82,20802540,5
504683,"chr14","20814480_20814792_AluSx1_SINE",87,20814792,5
504705,"chr14","20845092_20845401_AluSq_SINE",80,20845401,5
504706,"chr14","20853519_20853831_AluSq2_SINE",81,20853831,5
504716,"chr14","20867060_20867351_AluSx1_SINE",82,20867351,5
504720,"chr14","20872225_20872532_AluSq2_SINE",81,20872532,5
504722,"chr14","20875501_20875799_AluSz6_SINE",81,20875799,5
504723,"chr14","20877897_20878209_AluY_SINE",84,20878209,5
504736,"chr14","20902423_20902716_AluSx1_SINE",86,20902716,5
504737,"chr14","20904811_20905105_AluJb_SINE",82,20905105,5
504741,"chr14","20918989_20919302_AluSx_SINE",82,20919302,5
504742,"chr14","20920867_20921166_AluSx4_SINE",80,20921166,5
504753,"chr14","20948447_20948757_AluJb_SINE",81,20948757,5
504758,"chr14","20968762_20969038_AluSq2_SINE",80,20969038,5
504765,"chr14","20987520_20987818_AluSx_SINE",83,20987818,5
504768,"chr14","20997285_20997582_AluSc_SINE",81,20997582,5
504772,"chr14","21005667_21005958_AluSg_SINE",81,21005958,5
504777,"chr14","21011534_21011819_AluSx1_SINE",81,21011819,5
504807,"chr14","21116823_21117134_AluSz_SINE",81,21117134,6
504815,"chr14","21142203_21142497_AluY_SINE",82,21142497,6
504817,"chr14","21145728_21146000_AluY_SINE",83,21146000,6
504818,"chr14","21146158_21146459_AluSz_SINE",81,21146459,6
504820,"chr14","21157793_21158090_AluSx1_SINE",80,21158090,6
504826,"chr14","21189177_21189475_AluSc8_SINE",82,21189475,6
504837,"chr14","21213108_21213396_AluJb_SINE",85,21213396,6
504839,"chr14","21215258_21215555_AluSq2_SINE",73,21215555,6
504843,"chr14","21223964_21224263_AluSx_SINE",81,21224263,6
504844,"chr14","21225065_21225379_AluSx_SINE",84,21225379,6
504873,"chr14","21267087_21267350_AluJo_SINE",84,21267350,6
504879,"chr14","21285733_21286048_AluSx1_SINE",81,21286048,6
504882,"chr14","21297358_21297631_AluSx1_SINE",81,21297631,6
504891,"chr14","21315498_21315800_AluSx_SINE",83,21315800,6
504908,"chr14","21357201_21357508_AluSq2_SINE",81,21357508,6
504919,"chr14","21410353_21410661_AluSx3_SINE",81,21410661,6
504930,"chr14","21442915_21443228_AluSx1_SINE",83,21443228,6
504932,"chr14","21444294_21444602_AluSc_SINE",81,21444602,6
504955,"chr14","21527644_21527983_AluJb_SINE",86,21527983,6
504966,"chr14","21586446_21586763_AluSz_SINE",81,21586763,6
504983,"chr14","21607478_21607789_AluY_SINE",82,21607789,6
504993,"chr14","21621875_21622180_AluSp_SINE",80,21622180,7
505011,"chr14","21669850_21670134_AluSg7_SINE",86,21670134,7
505026,"chr14","21707003_21707295_AluSx_SINE",81,21707295,7
505029,"chr14","21709147_21709435_AluSg7_SINE",72,21709435,7
505031,"chr14","21711085_21711251_AluSx4_SINE",81,21711251,7
505032,"chr14","21712190_21712458_AluSq_SINE",82,21712458,7
505035,"chr14","21714436_21714741_AluY_SINE",89,21714741,7
505039,"chr14","21719556_21719846_AluSx1_SINE",84,21719846,7
505046,"chr14","21724805_21725112_AluJb_SINE",82,21725112,7
505049,"chr14","21728076_21728376_AluYa5_SINE",83,21728376,7
505052,"chr14","21734275_21734557_AluSx3_SINE",78,21734557,7
505057,"chr14","21739882_21740200_AluY_SINE",85,21740200,7
505058,"chr14","21740303_21740583_AluJb_SINE",80,21740583,7
505063,"chr14","21743208_21743506_AluSg_SINE",81,21743506,7
505065,"chr14","21745497_21745806_AluSx1_SINE",84,21745806,7
505070,"chr14","21748393_21748704_AluSx_SINE",82,21748704,7
505073,"chr14","21750401_21750692_AluSc_SINE",82,21750692,7
505081,"chr14","21756663_21756969_AluSx1_SINE",80,21756969,7
505085,"chr14","21759907_21760216_AluSg_SINE",81,21760216,7
505097,"chr14","21769619_21769836_AluSc_SINE",81,21769836,7
505100,"chr14","21772191_21772496_AluSq2_SINE",83,21772496,7
505116,"chr14","21788457_21788749_AluYf4_SINE",83,21788749,7
505117,"chr14","21788754_21789058_AluSq2_SINE",82,21789058,7
505118,"chr14","21790302_21790617_AluSx1_SINE",82,21790617,7
505131,"chr14","21805597_21805901_AluSx_SINE",81,21805901,7
505138,"chr14","21811651_21811946_AluSz_SINE",82,21811946,7
505142,"chr14","21815883_21816115_AluJr_SINE",82,21816115,7
505143,"chr14","21817227_21817528_AluSx1_SINE",80,21817528,7
505146,"chr14","21823372_21823693_AluSc8_SINE",81,21823693,7
505150,"chr14","21828195_21828486_AluSx1_SINE",81,21828486,7
505160,"chr14","21845780_21846086_AluSz6_SINE",81,21846086,7
505164,"chr14","21855509_21855818_AluSp_SINE",82,21855818,7
505169,"chr14","21864725_21865033_AluSx3_SINE",84,21865033,7
505172,"chr14","21871975_21872272_AluSx1_SINE",81,21872272,7
505175,"chr14","21875768_21876067_AluSx1_SINE",81,21876067,7
505177,"chr14","21881554_21881853_AluSx1_SINE",81,21881853,7
505186,"chr14","21893482_21893783_AluSx1_SINE",81,21893783,7
505189,"chr14","21906712_21907005_AluSc_SINE",80,21907005,7
505199,"chr14","21914462_21914770_AluSz6_SINE",80,21914770,7
505203,"chr14","21920203_21920473_AluSc_SINE",84,21920473,7
505209,"chr14","21931400_21931705_AluSx3_SINE",81,21931705,7
505210,"chr14","21932278_21932556_AluSg7_SINE",81,21932556,7
505238,"chr14","21975519_21975789_AluY_SINE",86,21975789,7
505247,"chr14","21986186_21986503_AluSx_SINE",76,21986503,7
505297,"chr14","22046263_22046577_AluSq2_SINE",81,22046577,7
505304,"chr14","22058868_22059182_AluSx_SINE",81,22059182,7
505316,"chr14","22073651_22073943_AluSz_SINE",81,22073943,7
505320,"chr14","22081892_22082193_AluSx1_SINE",83,22082193,7
505329,"chr14","22095347_22095650_AluY_SINE",82,22095650,7
505331,"chr14","22104734_22105032_AluSc_SINE",83,22105032,7
505335,"chr14","22110544_22110856_AluY_SINE",84,22110856,7
505336,"chr14","22113574_22113860_AluY_SINE",82,22113860,8
505339,"chr14","22115048_22115353_AluSx1_SINE",83,22115353,8
505345,"chr14","22141621_22141835_AluJb_SINE",82,22141835,8
505351,"chr14","22179093_22179384_AluSx1_SINE",81,22179384,8
505355,"chr14","22199483_22199735_AluSx1_SINE",84,22199735,8
505363,"chr14","22250365_22250672_AluSg_SINE",81,22250672,8
505365,"chr14","22253452_22253747_AluSc_SINE",81,22253747,8
505391,"chr14","22560485_22560786_AluY_SINE",88,22560786,8
505402,"chr14","22638382_22638694_AluSq2_SINE",82,22638694,9
505403,"chr14","22651658_22651945_AluSx3_SINE",83,22651945,9
505412,"chr14","22703029_22703333_AluY_SINE",81,22703333,9
505414,"chr14","22713741_22714053_AluY_SINE",82,22714053,9
505430,"chr14","22828001_22828254_AluSx_SINE",81,22828254,9
505436,"chr14","22913113_22913405_AluSg_SINE",81,22913405,9
505452,"chr14","23039939_23040231_AluSg_SINE",73,23040231,9
505453,"chr14","23040524_23040829_AluSq2_SINE",81,23040829,9
505461,"chr14","23050824_23051134_AluSg4_SINE",87,23051134,9
505471,"chr14","23077595_23077904_AluSx_SINE",80,23077904,9
505490,"chr14","23127576_23127880_AluSp_SINE",78,23127880,10
505507,"chr14","23190908_23191197_AluSc5_SINE",81,23191197,10
505508,"chr14","23192209_23192509_AluSc8_SINE",83,23192509,10
505509,"chr14","23196281_23196462_AluSg_SINE",81,23196462,10
505510,"chr14","23197062_23197370_AluSx4_SINE",81,23197370,10
505511,"chr14","23197812_23198112_AluSz_SINE",81,23198112,10
505513,"chr14","23198919_23199210_AluSq2_SINE",80,23199210,10
505518,"chr14","23203910_23204207_AluSg_SINE",82,23204207,10
505528,"chr14","23223343_23223641_AluSq2_SINE",81,23223641,10
505533,"chr14","23229241_23229526_AluSp_SINE",80,23229526,10
505535,"chr14","23232997_23233298_AluSq2_SINE",81,23233298,10
505546,"chr14","23254206_23254506_AluSz_SINE",81,23254506,10
505551,"chr14","23258545_23258861_AluSx1_SINE",81,23258861,10
505556,"chr14","23262128_23262425_AluY_SINE",83,23262425,10
505560,"chr14","23269861_23270167_AluSx_SINE",81,23270167,10
505565,"chr14","23273920_23274245_AluSp_SINE",95,23274245,10
