"X","V1","V2","V3","End","Interval"
619668,"chr18","66980_67295_AluSc8_SINE",82,67295,1
619688,"chr18","131922_132205_AluSx1_SINE",80,132205,1
619702,"chr18","150565_150882_AluSx1_SINE",97,150882,1
619711,"chr18","164451_164753_AluSx1_SINE",81,164753,1
619729,"chr18","192282_192588_AluSq2_SINE",81,192588,1
619730,"chr18","194648_194940_AluSz6_SINE",81,194940,1
619741,"chr18","212324_212619_AluSz_SINE",81,212619,1
619742,"chr18","215966_216247_AluSc_SINE",81,216247,1
619748,"chr18","237157_237455_AluSz_SINE",81,237455,1
619749,"chr18","237869_238164_AluSz_SINE",79,238164,1
619753,"chr18","263089_263378_AluY_SINE",81,263378,1
619757,"chr18","273255_273554_AluSz6_SINE",81,273554,1
619761,"chr18","279618_279902_AluSc5_SINE",82,279902,1
619767,"chr18","285239_285547_AluSq2_SINE",81,285547,1
619780,"chr18","315614_315903_AluJb_SINE",81,315903,1
619786,"chr18","326345_326648_AluSx1_SINE",82,326648,1
619789,"chr18","334350_334649_AluSz_SINE",81,334649,1
619792,"chr18","350645_350977_AluSz_SINE",81,350977,1
619793,"chr18","360174_360490_AluSx1_SINE",81,360490,1
619801,"chr18","409258_409541_AluSq2_SINE",81,409541,1
619805,"chr18","419214_419504_AluSx_SINE",81,419504,1
619806,"chr18","427982_428277_AluSq_SINE",80,428277,1
619810,"chr18","433690_433979_AluJb_SINE",81,433979,1
619816,"chr18","451465_451761_AluSg7_SINE",82,451761,1
619820,"chr18","467981_468278_AluSg_SINE",81,468278,1
619824,"chr18","474791_475096_AluSq2_SINE",82,475096,1
619842,"chr18","513301_513617_AluSx1_SINE",81,513617,1
619856,"chr18","547859_548156_AluSx4_SINE",81,548156,2
619879,"chr18","607443_607727_AluJb_SINE",82,607727,2
619880,"chr18","609541_609843_AluSz_SINE",81,609843,2
619899,"chr18","642149_642451_AluSz_SINE",82,642451,2
619909,"chr18","670045_670326_AluSz6_SINE",66,670326,2
619910,"chr18","674523_674819_AluSx1_SINE",82,674819,2
619919,"chr18","694382_694656_AluSg_SINE",81,694656,2
619922,"chr18","698631_698920_AluJb_SINE",82,698920,2
619948,"chr18","735531_735737_AluSx_SINE",81,735737,2
619950,"chr18","737170_737465_AluSz_SINE",81,737465,2
619952,"chr18","738408_738712_AluY_SINE",82,738712,2
619954,"chr18","740904_741197_AluSz_SINE",81,741197,2
619966,"chr18","759184_759486_AluSq2_SINE",81,759486,2
619972,"chr18","767696_768001_AluSz_SINE",81,768001,2
619984,"chr18","788642_788939_AluSz_SINE",87,788939,2
619992,"chr18","793044_793339_AluSx3_SINE",82,793339,2
619998,"chr18","804326_804631_AluSx_SINE",81,804631,2
620000,"chr18","809309_809601_AluSz6_SINE",82,809601,2
620006,"chr18","820040_820329_AluSz_SINE",81,820329,2
620019,"chr18","836408_836715_AluSq2_SINE",81,836715,2
620040,"chr18","869648_869944_AluSq10_SINE",81,869944,2
620045,"chr18","879253_879548_AluY_SINE",82,879548,2
620052,"chr18","914662_914961_AluSz_SINE",81,914961,2
620058,"chr18","927645_927874_AluSz_SINE",83,927874,2
620069,"chr18","988677_988964_AluSg_SINE",81,988964,2
620073,"chr18","1056064_1056377_AluY_SINE",82,1056377,3
620074,"chr18","1059825_1060106_AluJb_SINE",81,1060106,3
620090,"chr18","1230834_1231146_AluSc8_SINE",83,1231146,3
