"X","V1","V2","V3","End","Interval"
447055,"chr12","370810_371113_AluSx1_SINE",81,371113,1
447057,"chr12","384373_384620_AluSz6_SINE",81,384620,1
447075,"chr12","446812_447108_AluSx1_SINE",81,447108,1
447080,"chr12","458187_458485_AluSq2_SINE",80,458485,1
447090,"chr12","469159_469449_AluSz_SINE",82,469449,1
447104,"chr12","491811_492115_AluSq2_SINE",81,492115,1
447115,"chr12","512654_512957_AluJb_SINE",80,512957,1
447119,"chr12","516948_517252_AluY_SINE",82,517252,1
447132,"chr12","526798_527078_AluSx_SINE",69,527078,1
447139,"chr12","536153_536427_AluSg_SINE",81,536427,1
447154,"chr12","552557_552850_AluSc_SINE",81,552850,1
447163,"chr12","563267_563562_AluY_SINE",69,563562,2
447173,"chr12","592580_592861_AluJb_SINE",82,592861,2
447185,"chr12","606304_606608_AluSp_SINE",80,606608,2
447186,"chr12","610031_610334_AluSx_SINE",82,610334,2
447188,"chr12","612998_613296_AluSx_SINE",81,613296,2
447189,"chr12","614060_614357_AluSq_SINE",84,614357,2
447200,"chr12","664061_664373_AluSz_SINE",81,664373,2
447213,"chr12","709437_709742_AluSx_SINE",84,709742,2
447217,"chr12","719892_720195_AluSq2_SINE",82,720195,2
447219,"chr12","722491_722787_AluSx1_SINE",82,722787,2
447226,"chr12","731305_731605_AluYc_SINE",83,731605,2
447242,"chr12","757247_757543_AluSq2_SINE",85,757543,2
447250,"chr12","765634_765929_AluSg4_SINE",81,765929,2
447252,"chr12","766473_766775_AluSg_SINE",82,766775,2
447266,"chr12","787252_787559_AluSg_SINE",80,787559,2
447273,"chr12","798224_798519_AluSp_SINE",82,798519,2
447274,"chr12","799217_799535_AluSx_SINE",82,799535,2
447292,"chr12","822009_822306_AluSx3_SINE",82,822306,2
447299,"chr12","826862_827157_AluSx_SINE",82,827157,2
447306,"chr12","843644_843938_AluY_SINE",83,843938,2
447314,"chr12","854655_854963_AluY_SINE",83,854963,2
447325,"chr12","875650_875941_AluSg_SINE",81,875941,2
447333,"chr12","882144_882436_AluSp_SINE",80,882436,2
447341,"chr12","897772_898052_AluSg4_SINE",81,898052,2
447349,"chr12","923197_923502_AluSx_SINE",81,923502,2
447351,"chr12","931253_931558_AluSg_SINE",81,931558,2
447360,"chr12","956962_957269_AluSc_SINE",81,957269,2
447368,"chr12","991367_991644_AluSx_SINE",81,991644,2
447369,"chr12","998702_998989_AluY_SINE",82,998989,2
447370,"chr12","999117_999418_AluSx1_SINE",81,999418,2
447390,"chr12","1033293_1033585_AluSg_SINE",83,1033585,2
447400,"chr12","1045187_1045498_AluSx_SINE",81,1045498,2
447409,"chr12","1052520_1052814_AluSz_SINE",87,1052814,2
447411,"chr12","1054608_1054901_AluSx_SINE",82,1054901,2
447422,"chr12","1064628_1064935_AluSx3_SINE",82,1064935,3
447427,"chr12","1067382_1067677_AluSq2_SINE",81,1067677,3
447437,"chr12","1076264_1076562_AluSz_SINE",81,1076562,3
447440,"chr12","1080921_1081180_AluYf4_SINE",82,1081180,3
447441,"chr12","1081650_1081954_AluY_SINE",82,1081954,3
447442,"chr12","1082649_1082944_AluJb_SINE",81,1082944,3
447461,"chr12","1102787_1103085_AluSg_SINE",81,1103085,3
447489,"chr12","1129340_1129648_AluSx_SINE",81,1129648,3
447490,"chr12","1130105_1130406_AluSz_SINE",82,1130406,3
447491,"chr12","1133265_1133564_AluJb_SINE",81,1133564,3
447497,"chr12","1146928_1147237_AluY_SINE",82,1147237,3
447501,"chr12","1151225_1151502_AluY_SINE",82,1151502,3
447503,"chr12","1152199_1152508_AluSg_SINE",82,1152508,3
447504,"chr12","1159918_1160179_AluSc_SINE",82,1160179,3
447505,"chr12","1161853_1162150_AluSq2_SINE",81,1162150,3
447507,"chr12","1166295_1166591_AluSz6_SINE",81,1166591,3
447513,"chr12","1171144_1171447_AluY_SINE",82,1171447,3
447521,"chr12","1182185_1182484_AluSc_SINE",82,1182484,3
447523,"chr12","1183051_1183327_AluSc_SINE",81,1183327,3
447530,"chr12","1200085_1200354_AluSx_SINE",72,1200354,3
447531,"chr12","1201164_1201462_AluSg_SINE",81,1201462,3
447539,"chr12","1220773_1221077_AluSx1_SINE",81,1221077,3
447550,"chr12","1254189_1254482_AluSx1_SINE",81,1254482,3
447552,"chr12","1258573_1258859_AluJb_SINE",82,1258859,3
447553,"chr12","1261082_1261386_AluSq10_SINE",82,1261386,3
447559,"chr12","1272872_1273180_AluSz6_SINE",81,1273180,3
447562,"chr12","1276871_1277179_AluSx3_SINE",80,1277179,3
447575,"chr12","1309719_1310023_AluY_SINE",82,1310023,3
447576,"chr12","1311542_1311837_AluJb_SINE",81,1311837,3
447578,"chr12","1319879_1320165_AluSc_SINE",82,1320165,3
447598,"chr12","1368678_1368987_AluSx3_SINE",83,1368987,3
447605,"chr12","1385390_1385704_AluSx1_SINE",83,1385704,3
447607,"chr12","1402030_1402326_AluSg_SINE",80,1402326,3
447618,"chr12","1426043_1426354_AluSq2_SINE",82,1426354,3
447632,"chr12","1463837_1464085_AluSx_SINE",72,1464085,3
447634,"chr12","1469966_1470283_AluJb_SINE",99,1470283,3
447639,"chr12","1495197_1495502_AluSx3_SINE",80,1495502,3
447642,"chr12","1502912_1503210_AluYc_SINE",83,1503210,3
447646,"chr12","1510089_1510399_AluY_SINE",82,1510399,3
447660,"chr12","1550229_1550525_AluSz_SINE",83,1550525,3
447662,"chr12","1554388_1554696_AluSx3_SINE",82,1554696,3
447668,"chr12","1573677_1573985_AluSc8_SINE",82,1573985,4
447672,"chr12","1585147_1585436_AluY_SINE",75,1585436,4
447681,"chr12","1595614_1595889_AluSz6_SINE",81,1595889,4
447683,"chr12","1602426_1602714_AluSx_SINE",80,1602714,4
447684,"chr12","1610425_1610739_AluSx1_SINE",82,1610739,4
447689,"chr12","1623082_1623395_AluYk4_SINE",85,1623395,4
447721,"chr12","1688499_1688792_AluSx_SINE",80,1688792,4
447743,"chr12","1735735_1736030_AluY_SINE",83,1736030,4
447747,"chr12","1750268_1750567_AluSx1_SINE",82,1750567,4
447749,"chr12","1752531_1752830_AluSp_SINE",81,1752830,4
447754,"chr12","1765540_1765823_AluSx3_SINE",83,1765823,4
447770,"chr12","1789056_1789344_AluSx_SINE",80,1789344,4
447771,"chr12","1791431_1791739_AluSq2_SINE",82,1791739,4
447796,"chr12","1837281_1837574_AluSq4_SINE",81,1837574,4
447804,"chr12","1853264_1853568_AluY_SINE",82,1853568,4
447807,"chr12","1857405_1857713_AluY_SINE",82,1857713,4
447811,"chr12","1865326_1865615_AluSz_SINE",81,1865615,4
447821,"chr12","1959788_1960066_AluY_SINE",92,1960066,4
447824,"chr12","1970596_1970908_AluSq2_SINE",81,1970908,4
447828,"chr12","2018340_2018657_AluY_SINE",85,2018657,4
447838,"chr12","2088478_2088777_AluSx1_SINE",81,2088777,5
447846,"chr12","2130563_2130856_AluSq2_SINE",82,2130856,5
447852,"chr12","2181379_2181665_AluSx_SINE",82,2181665,5
447860,"chr12","2237576_2237876_AluY_SINE",83,2237876,5
447863,"chr12","2268377_2268680_AluJb_SINE",81,2268680,5
447870,"chr12","2297976_2298284_AluY_SINE",83,2298284,5
447886,"chr12","2530796_2531090_AluSc_SINE",81,2531090,5
447892,"chr12","2584183_2584493_AluY_SINE",82,2584493,6
447911,"chr12","2824070_2824372_AluSq_SINE",82,2824372,6
447923,"chr12","2890051_2890340_AluY_SINE",82,2890340,6
447925,"chr12","2896157_2896445_AluSz_SINE",81,2896445,6
447936,"chr12","2918821_2919130_AluSx3_SINE",84,2919130,6
447963,"chr12","2961888_2962191_AluSx1_SINE",82,2962191,6
447969,"chr12","2970052_2970348_AluSg4_SINE",82,2970348,6
447977,"chr12","2979548_2979842_AluSc_SINE",81,2979842,6
447991,"chr12","2989500_2989796_AluSx1_SINE",81,2989796,6
448015,"chr12","3013983_3014263_AluSx1_SINE",61,3014263,6
448022,"chr12","3019176_3019456_AluYk4_SINE",83,3019456,6
448034,"chr12","3027277_3027577_AluSx1_SINE",79,3027577,6
448035,"chr12","3027713_3028005_AluSp_SINE",81,3028005,6
448049,"chr12","3037826_3038116_AluSx_SINE",83,3038116,6
448051,"chr12","3039601_3039888_AluY_SINE",82,3039888,6
448059,"chr12","3045991_3046286_AluSc_SINE",85,3046286,6
448064,"chr12","3052284_3052588_AluJb_SINE",78,3052588,6
448081,"chr12","3074726_3075009_AluY_SINE",75,3075009,7
448099,"chr12","3094970_3095284_AluSg7_SINE",84,3095284,7
448101,"chr12","3096570_3096887_AluYc_SINE",82,3096887,7
448102,"chr12","3096949_3097266_AluSz_SINE",84,3097266,7
448103,"chr12","3097396_3097694_AluSq_SINE",87,3097694,7
448120,"chr12","3122622_3122906_AluSz_SINE",81,3122906,7
448129,"chr12","3153827_3154137_AluSq_SINE",81,3154137,7
448145,"chr12","3175066_3175291_AluJb_SINE",81,3175291,7
448158,"chr12","3189496_3189800_AluSg7_SINE",84,3189800,7
448181,"chr12","3248730_3249013_AluJb_SINE",83,3249013,7
448184,"chr12","3266268_3266566_AluY_SINE",84,3266566,7
448185,"chr12","3267618_3267909_AluSg_SINE",81,3267909,7
448188,"chr12","3286314_3286602_AluY_SINE",82,3286602,7
448197,"chr12","3329038_3329329_AluSq2_SINE",71,3329329,7
448201,"chr12","3400401_3400711_AluSq_SINE",82,3400711,7
448204,"chr12","3471532_3471841_AluY_SINE",85,3471841,7
448215,"chr12","3567003_3567292_AluSc_SINE",81,3567292,7
448221,"chr12","3684902_3685186_AluSx1_SINE",81,3685186,8
448229,"chr12","3791947_3792251_AluSg4_SINE",81,3792251,8
448233,"chr12","3819678_3819987_AluSc_SINE",81,3819987,8
448254,"chr12","3893955_3894262_AluY_SINE",83,3894262,8
448261,"chr12","3934896_3935194_AluY_SINE",84,3935194,8
448269,"chr12","3970908_3971187_AluY_SINE",83,3971187,8
448274,"chr12","3988115_3988425_AluY_SINE",85,3988425,8
448280,"chr12","4012754_4013040_AluYc_SINE",82,4013040,8
448287,"chr12","4043561_4043866_AluY_SINE",82,4043866,8
448293,"chr12","4051840_4052136_AluY_SINE",82,4052136,8
448307,"chr12","4081006_4081298_AluSc5_SINE",81,4081298,9
448308,"chr12","4083871_4084168_AluSg7_SINE",81,4084168,9
448327,"chr12","4117059_4117354_AluSg7_SINE",81,4117354,9
448329,"chr12","4118795_4119079_AluSx1_SINE",81,4119079,9
448359,"chr12","4214711_4215015_AluSc_SINE",81,4215015,9
448363,"chr12","4223493_4223799_AluSc_SINE",82,4223799,9
448384,"chr12","4266866_4267163_AluSp_SINE",81,4267163,9
448399,"chr12","4287235_4287543_AluSx_SINE",81,4287543,9
448409,"chr12","4323759_4324062_AluY_SINE",85,4324062,9
448416,"chr12","4364691_4364987_AluY_SINE",83,4364987,9
448418,"chr12","4371447_4371736_AluSz_SINE",80,4371736,9
448429,"chr12","4434645_4434929_AluSq2_SINE",82,4434929,9
448434,"chr12","4442622_4442929_AluSg_SINE",81,4442929,9
448438,"chr12","4447895_4448164_AluSq_SINE",79,4448164,9
448440,"chr12","4462720_4462985_AluSg_SINE",79,4462985,9
448446,"chr12","4477059_4477369_AluSg4_SINE",81,4477369,9
448469,"chr12","4536511_4536823_AluSp_SINE",80,4536823,9
448478,"chr12","4571380_4571655_AluSc_SINE",81,4571655,9
448487,"chr12","4617629_4617935_AluSz6_SINE",81,4617935,10
448493,"chr12","4660379_4660677_AluSz_SINE",80,4660677,10
448494,"chr12","4670615_4670902_AluSc_SINE",81,4670902,10
448500,"chr12","4684488_4684774_AluSc8_SINE",83,4684774,10
448508,"chr12","4706923_4707249_AluSz_SINE",107,4707249,10
448511,"chr12","4729375_4729661_AluSg4_SINE",68,4729661,10
448525,"chr12","4813188_4813481_AluSx4_SINE",81,4813481,10
448557,"chr12","5013132_5013471_AluY_SINE",83,5013471,10
448573,"chr12","5103422_5103733_AluSc_SINE",82,5103733,11
448574,"chr12","5115005_5115305_AluSq2_SINE",81,5115305,11
448576,"chr12","5116037_5116253_AluSx_SINE",81,5116253,11
448586,"chr12","5251843_5252141_AluSc_SINE",81,5252141,11
448594,"chr12","5299646_5299915_AluSz_SINE",80,5299915,11
448610,"chr12","5437159_5437425_AluSc5_SINE",81,5437425,11
448615,"chr12","5468660_5468960_AluSx3_SINE",82,5468960,11
448624,"chr12","5576116_5576424_AluSg7_SINE",81,5576424,11
448635,"chr12","5712829_5713136_AluYk4_SINE",82,5713136,12
448642,"chr12","5800213_5800522_AluSg_SINE",81,5800522,12
448649,"chr12","5831390_5831697_AluY_SINE",83,5831697,12
448651,"chr12","5843804_5844115_AluSx_SINE",83,5844115,12
448657,"chr12","5954155_5954450_AluJb_SINE",73,5954450,12
448671,"chr12","6047704_6048007_AluSq2_SINE",85,6048007,12
448681,"chr12","6088635_6088922_AluSc5_SINE",81,6088922,12
448691,"chr12","6159843_6160138_AluSq_SINE",80,6160138,13
448704,"chr12","6197362_6197658_AluY_SINE",83,6197658,13
448722,"chr12","6226742_6226993_AluSp_SINE",80,6226993,13
448724,"chr12","6228729_6229028_AluSx_SINE",77,6229028,13
448731,"chr12","6239209_6239415_AluSc_SINE",84,6239415,13
448740,"chr12","6252714_6252991_AluSx1_SINE",81,6252991,13
448743,"chr12","6253871_6254174_AluY_SINE",82,6254174,13
448744,"chr12","6254446_6254753_AluY_SINE",82,6254753,13
448746,"chr12","6258010_6258315_AluSx1_SINE",81,6258315,13
448748,"chr12","6259942_6260250_AluY_SINE",83,6260250,13
448756,"chr12","6272308_6272607_AluY_SINE",82,6272607,13
448761,"chr12","6277365_6277646_AluSq2_SINE",80,6277646,13
448763,"chr12","6279621_6279927_AluSx1_SINE",81,6279927,13
448767,"chr12","6285649_6285952_AluY_SINE",93,6285952,13
448781,"chr12","6320001_6320301_AluSx3_SINE",82,6320301,13
448799,"chr12","6357060_6357365_AluSc8_SINE",82,6357365,13
448801,"chr12","6360220_6360514_AluSx1_SINE",81,6360514,13
448807,"chr12","6365516_6365819_AluSx1_SINE",83,6365819,13
448848,"chr12","6453587_6453876_AluSg_SINE",80,6453876,13
448850,"chr12","6460508_6460815_AluSx_SINE",86,6460815,13
448851,"chr12","6463154_6463423_AluY_SINE",83,6463423,13
448855,"chr12","6468926_6469234_AluSx_SINE",81,6469234,13
448862,"chr12","6478716_6479021_AluY_SINE",84,6479021,13
448863,"chr12","6488814_6489129_AluY_SINE",85,6489129,13
448873,"chr12","6510411_6510710_AluSq2_SINE",77,6510710,13
448881,"chr12","6517411_6517707_AluSx1_SINE",81,6517707,13
448886,"chr12","6522185_6522474_AluSx1_SINE",81,6522474,13
448891,"chr12","6529271_6529579_AluSg_SINE",81,6529579,13
448903,"chr12","6541726_6542021_AluSz_SINE",75,6542021,13
448907,"chr12","6549277_6549563_AluSz_SINE",81,6549563,13
448920,"chr12","6567271_6567557_AluSx3_SINE",81,6567557,13
448921,"chr12","6568935_6569235_AluSx_SINE",80,6569235,13
448928,"chr12","6591376_6591669_AluSx3_SINE",81,6591669,13
448946,"chr12","6609004_6609306_AluJb_SINE",83,6609306,13
448947,"chr12","6612655_6612935_AluSx3_SINE",82,6612935,14
448949,"chr12","6613553_6613857_AluSz_SINE",80,6613857,14
448953,"chr12","6615471_6615772_AluY_SINE",84,6615772,14
448962,"chr12","6627670_6627985_AluSx_SINE",81,6627985,14
