"X","V1","V2","V3","End","Interval"
583252,"chr17","9135_9434_AluSz_SINE",81,9434,1
583258,"chr17","39523_39818_AluSq_SINE",81,39818,1
583267,"chr17","72698_73002_AluSx1_SINE",81,73002,1
583274,"chr17","91629_91936_AluSz6_SINE",81,91936,1
583282,"chr17","127463_127770_AluJb_SINE",80,127770,1
583288,"chr17","167892_168172_AluSx_SINE",80,168172,1
583290,"chr17","176389_176649_AluSq2_SINE",81,176649,1
583291,"chr17","178981_179273_AluSq2_SINE",84,179273,1
583305,"chr17","224911_225213_AluSq2_SINE",81,225213,1
583309,"chr17","240682_240970_AluSc8_SINE",82,240970,1
583310,"chr17","242278_242547_AluSg_SINE",79,242547,1
583333,"chr17","277594_277872_AluJb_SINE",80,277872,1
583339,"chr17","281626_281912_AluSq2_SINE",80,281912,1
583347,"chr17","289177_289483_AluSx_SINE",81,289483,1
583350,"chr17","294446_294742_AluJb_SINE",81,294742,1
583356,"chr17","401433_401732_AluJb_SINE",81,401732,1
583363,"chr17","419609_419901_AluSc_SINE",78,419901,1
583365,"chr17","425211_425506_AluJb_SINE",81,425506,1
583383,"chr17","456814_457109_AluSq_SINE",80,457109,1
583384,"chr17","457651_457960_AluSq2_SINE",80,457960,1
583388,"chr17","461425_461598_AluY_SINE",82,461598,1
583391,"chr17","466522_466836_AluSx_SINE",79,466836,1
583396,"chr17","472876_473166_AluSz_SINE",83,473166,1
583412,"chr17","547827_548123_AluJb_SINE",81,548123,2
583414,"chr17","551505_551815_AluSx1_SINE",82,551815,2
583418,"chr17","557696_558006_AluY_SINE",81,558006,2
583420,"chr17","565647_565952_AluSc8_SINE",82,565952,2
583429,"chr17","578731_579029_AluSx1_SINE",81,579029,2
583436,"chr17","590243_590536_AluSx1_SINE",81,590536,2
583442,"chr17","601701_601972_AluJr_SINE",79,601972,2
583454,"chr17","613104_613412_AluSq2_SINE",81,613412,2
583459,"chr17","616610_616920_AluSx1_SINE",81,616920,2
583486,"chr17","664747_665042_AluSq2_SINE",80,665042,2
583501,"chr17","682591_682892_AluSq2_SINE",89,682892,2
583503,"chr17","683782_684003_AluY_SINE",85,684003,2
583505,"chr17","686587_686876_AluSx1_SINE",81,686876,2
583506,"chr17","689507_689814_AluY_SINE",84,689814,2
583511,"chr17","703073_703373_AluSx1_SINE",81,703373,2
583512,"chr17","704680_704978_AluSx3_SINE",79,704978,2
583523,"chr17","721843_722139_AluY_SINE",82,722139,2
583530,"chr17","730314_730568_AluSx_SINE",81,730568,2
583532,"chr17","731337_731643_AluSx1_SINE",81,731643,2
583544,"chr17","743054_743363_AluSx1_SINE",81,743363,2
583551,"chr17","756410_756701_AluSx_SINE",85,756701,2
583553,"chr17","757917_758212_AluSx1_SINE",81,758212,2
