"X","V1","V2","V3","End","Interval"
199982,"chr5","98989_99282_AluSx3_SINE",82,99282,1
199984,"chr5","109289_109536_AluSx_SINE",88,109536,1
199988,"chr5","124966_125250_AluSx_SINE",81,125250,1
199997,"chr5","183593_183859_AluY_SINE",80,183859,1
200002,"chr5","220930_221227_AluY_SINE",83,221227,1
200012,"chr5","253547_253849_AluSz_SINE",77,253849,1
200013,"chr5","265040_265335_AluSq_SINE",80,265335,1
200027,"chr5","326892_327181_AluSz_SINE",81,327181,1
200034,"chr5","341118_341429_AluSx_SINE",81,341429,1
200040,"chr5","393741_394042_AluSz_SINE",81,394042,1
200043,"chr5","410312_410626_AluJr_SINE",96,410626,1
200045,"chr5","414098_414403_AluSg_SINE",81,414403,1
200050,"chr5","446689_447001_AluSx1_SINE",80,447001,1
200055,"chr5","481008_481291_AluSz_SINE",81,481291,1
200061,"chr5","508949_509236_AluJb_SINE",80,509236,1
200069,"chr5","560084_560377_AluSc_SINE",81,560377,2
200072,"chr5","600109_600409_AluY_SINE",84,600409,2
200091,"chr5","875464_875761_AluY_SINE",83,875761,2
200119,"chr5","1117905_1118208_AluY_SINE",87,1118208,3
200120,"chr5","1125757_1126058_AluSx_SINE",81,1126058,3
200170,"chr5","1372307_1372552_AluSx_SINE",82,1372552,3
200171,"chr5","1376559_1376816_AluSx_SINE",67,1376816,3
200188,"chr5","1529448_1529703_AluSx_SINE",82,1529703,3
200193,"chr5","1575066_1575364_AluSz_SINE",80,1575364,4
200197,"chr5","1595862_1596063_AluSq2_SINE",81,1596063,4
200199,"chr5","1606196_1606507_AluSg_SINE",79,1606507,4
200206,"chr5","1674204_1674509_AluSx_SINE",81,1674509,4
200212,"chr5","1690721_1691032_AluJb_SINE",81,1691032,4
200227,"chr5","1756951_1757234_AluSx_SINE",81,1757234,4
200234,"chr5","1791693_1791990_AluJb_SINE",80,1791990,4
200240,"chr5","1838920_1839224_AluSp_SINE",83,1839224,4
200245,"chr5","1921104_1921406_AluSx_SINE",82,1921406,4
200254,"chr5","2001826_2002124_AluSx3_SINE",87,2002124,4
200267,"chr5","2191622_2191924_AluSx_SINE",82,2191924,5
200274,"chr5","2277580_2277863_AluSx_SINE",79,2277863,5
200277,"chr5","2290537_2290835_AluSq2_SINE",80,2290835,5
200278,"chr5","2305614_2305935_AluSx1_SINE",90,2305935,5
200279,"chr5","2308626_2308927_AluY_SINE",86,2308927,5
200283,"chr5","2322871_2323171_AluSc_SINE",81,2323171,5
200302,"chr5","2520400_2520703_AluSz_SINE",81,2520703,5
