"X","V1","V2","V3","End","Interval"
552640,"chr16","99636_99932_AluSc_SINE",81,99932,1
552660,"chr16","153830_154141_AluSp_SINE",80,154141,1
552663,"chr16","159992_160295_AluSp_SINE",80,160295,1
552668,"chr16","171339_171629_AluSx_SINE",77,171629,1
552674,"chr16","177653_177953_AluY_SINE",82,177953,1
552685,"chr16","194357_194666_AluSx3_SINE",82,194666,1
552686,"chr16","195666_195961_AluSg_SINE",81,195961,1
552690,"chr16","198187_198463_AluY_SINE",82,198463,1
552709,"chr16","233447_233746_AluSc_SINE",78,233746,1
552712,"chr16","237736_237998_AluSx1_SINE",80,237998,1
552714,"chr16","240596_240896_AluSq_SINE",81,240896,1
552715,"chr16","241563_241860_AluSc_SINE",81,241860,1
552718,"chr16","243509_243791_AluSg_SINE",79,243791,1
552724,"chr16","247985_248305_AluY_SINE",93,248305,1
552727,"chr16","250139_250432_AluY_SINE",84,250432,1
552728,"chr16","250901_251187_AluSg7_SINE",83,251187,1
552733,"chr16","254313_254615_AluY_SINE",83,254615,1
552734,"chr16","255599_255887_AluY_SINE",83,255887,1
552744,"chr16","265337_265652_AluSx3_SINE",82,265652,1
552748,"chr16","267423_267720_AluSq_SINE",81,267720,1
552758,"chr16","274235_274538_AluSq2_SINE",81,274538,1
552760,"chr16","275204_275481_AluSq_SINE",81,275481,1
552775,"chr16","290501_290799_AluSq2_SINE",80,290799,1
552780,"chr16","293971_294266_AluY_SINE",82,294266,1
552784,"chr16","296416_296717_AluY_SINE",82,296717,1
552818,"chr16","365855_366070_AluSx_SINE",81,366070,1
552821,"chr16","373499_373776_AluY_SINE",82,373776,1
552824,"chr16","376858_377154_AluY_SINE",84,377154,1
552838,"chr16","394150_394445_AluY_SINE",81,394445,1
552850,"chr16","416925_417233_AluSx1_SINE",78,417233,1
552858,"chr16","439719_440020_AluYc_SINE",84,440020,1
552888,"chr16","468382_468687_AluSg_SINE",81,468687,1
552898,"chr16","473103_473409_AluSz_SINE",82,473409,1
552899,"chr16","473459_473776_AluY_SINE",88,473776,1
552906,"chr16","484125_484423_AluSq2_SINE",82,484423,1
552908,"chr16","484923_485221_AluSx3_SINE",82,485221,1
552913,"chr16","488124_488404_AluSg_SINE",81,488404,1
552918,"chr16","493572_493863_AluSc8_SINE",81,493863,1
552920,"chr16","494833_495141_AluY_SINE",82,495141,1
552952,"chr16","531233_531537_AluSx_SINE",81,531537,1
552954,"chr16","534356_534652_AluSx1_SINE",82,534652,1
552957,"chr16","536221_536508_AluSg_SINE",81,536508,1
552958,"chr16","537121_537421_AluY_SINE",82,537421,1
552959,"chr16","540378_540622_AluJb_SINE",80,540622,1
552979,"chr16","568445_568753_AluSx1_SINE",81,568753,1
552994,"chr16","641580_641894_AluSc_SINE",86,641894,2
553000,"chr16","651845_652130_AluSg_SINE",81,652130,2
553006,"chr16","665679_665975_AluSx1_SINE",81,665975,2
553009,"chr16","670117_670400_AluSq2_SINE",81,670400,2
553012,"chr16","676655_676954_AluSx_SINE",81,676954,2
553023,"chr16","748634_748943_AluSg_SINE",81,748943,2
553033,"chr16","789015_789295_AluY_SINE",84,789295,2
553046,"chr16","800189_800484_AluY_SINE",82,800484,2
553049,"chr16","804367_804655_AluSx1_SINE",80,804655,2
553055,"chr16","821226_821537_AluSg_SINE",78,821537,2
553069,"chr16","864688_864973_AluSx1_SINE",82,864973,2
553077,"chr16","886705_887012_AluSq_SINE",82,887012,2
553080,"chr16","887828_888134_AluSc8_SINE",82,888134,2
553086,"chr16","899495_899786_AluSx1_SINE",78,899786,2
553088,"chr16","910321_910640_AluSx3_SINE",82,910640,2
553112,"chr16","1042757_1043056_AluSx4_SINE",81,1043056,2
553116,"chr16","1066853_1067152_AluY_SINE",84,1067152,2
553120,"chr16","1079778_1080080_AluSg_SINE",82,1080080,3
553128,"chr16","1117143_1117434_AluSg_SINE",81,1117434,3
553130,"chr16","1136194_1136476_AluSx1_SINE",81,1136476,3
553133,"chr16","1137567_1137860_AluJr_SINE",85,1137860,3
553140,"chr16","1187963_1188256_AluSx_SINE",81,1188256,3
553142,"chr16","1188552_1188857_AluY_SINE",83,1188857,3
553144,"chr16","1189427_1189724_AluSz_SINE",81,1189724,3
553152,"chr16","1229728_1230034_AluSx3_SINE",83,1230034,3
553157,"chr16","1316889_1317197_AluSz_SINE",81,1317197,3
553160,"chr16","1318214_1318512_AluSx1_SINE",81,1318512,3
553162,"chr16","1319947_1320265_AluSx_SINE",81,1320265,3
553176,"chr16","1346521_1346822_AluSg_SINE",81,1346822,3
553178,"chr16","1348487_1348758_AluSz_SINE",75,1348758,3
553192,"chr16","1387233_1387484_AluSx1_SINE",83,1387484,3
553198,"chr16","1408861_1409136_AluSg_SINE",77,1409136,3
553205,"chr16","1414995_1415287_AluSx1_SINE",80,1415287,3
553213,"chr16","1430674_1430974_AluSx_SINE",81,1430974,3
553214,"chr16","1431338_1431622_AluSx_SINE",81,1431622,3
553220,"chr16","1441681_1441988_AluSx_SINE",81,1441988,3
553222,"chr16","1444869_1445160_AluSg_SINE",81,1445160,3
553223,"chr16","1445166_1445466_AluSx_SINE",81,1445466,3
553227,"chr16","1446587_1446882_AluY_SINE",82,1446882,3
553228,"chr16","1450139_1450448_AluSg_SINE",80,1450448,3
553234,"chr16","1458922_1459212_AluY_SINE",83,1459212,3
553254,"chr16","1474896_1475205_AluSx_SINE",81,1475205,3
553257,"chr16","1489883_1490167_AluSx1_SINE",79,1490167,3
553287,"chr16","1540907_1541178_AluSz6_SINE",81,1541178,3
553293,"chr16","1563208_1563524_AluSc8_SINE",94,1563524,3
553294,"chr16","1564087_1564397_AluY_SINE",84,1564397,3
553299,"chr16","1567841_1568138_AluJb_SINE",81,1568138,3
553301,"chr16","1572076_1572386_AluSc8_SINE",81,1572386,3
553304,"chr16","1577576_1577873_AluJb_SINE",82,1577873,4
553305,"chr16","1580132_1580431_AluSc_SINE",81,1580431,4
553325,"chr16","1632622_1632886_AluSx_SINE",80,1632886,4
553338,"chr16","1655400_1655703_AluY_SINE",81,1655703,4
553348,"chr16","1672754_1673060_AluSx4_SINE",80,1673060,4
553355,"chr16","1686089_1686401_AluSq_SINE",81,1686401,4
553358,"chr16","1698328_1698623_AluSx1_SINE",82,1698623,4
553372,"chr16","1732390_1732688_AluSq2_SINE",81,1732688,4
553375,"chr16","1736091_1736402_AluY_SINE",83,1736402,4
553385,"chr16","1753771_1754083_AluSx_SINE",82,1754083,4
553394,"chr16","1767854_1768152_AluY_SINE",84,1768152,4
553403,"chr16","1775346_1775659_AluSx1_SINE",80,1775659,4
553404,"chr16","1776393_1776684_AluJb_SINE",83,1776684,4
553418,"chr16","1807110_1807403_AluY_SINE",82,1807403,4
553422,"chr16","1845982_1846295_AluSx_SINE",82,1846295,4
553423,"chr16","1846654_1846961_AluY_SINE",82,1846961,4
553440,"chr16","1862224_1862531_AluSq2_SINE",81,1862531,4
553445,"chr16","1873259_1873567_AluY_SINE",83,1873567,4
553462,"chr16","1897180_1897484_AluSx_SINE",81,1897484,4
553467,"chr16","1900639_1900941_AluY_SINE",83,1900941,4
553474,"chr16","1913389_1913672_AluSq2_SINE",80,1913672,4
553482,"chr16","1921520_1921725_AluSx1_SINE",81,1921725,4
553498,"chr16","1933721_1934027_AluJb_SINE",83,1934027,4
553505,"chr16","1938685_1938977_AluSx_SINE",81,1938977,4
553516,"chr16","1945489_1945794_AluSx_SINE",80,1945794,4
553523,"chr16","1951440_1951753_AluY_SINE",82,1951753,4
553524,"chr16","1951753_1952044_AluSg4_SINE",82,1952044,4
553543,"chr16","1985107_1985411_AluSx_SINE",81,1985411,4
553549,"chr16","1989990_1990288_AluSx_SINE",81,1990288,4
553558,"chr16","2002365_2002676_AluSz_SINE",82,2002676,4
553560,"chr16","2005278_2005500_AluSx_SINE",82,2005500,4
553561,"chr16","2005548_2005847_AluY_SINE",82,2005847,4
553568,"chr16","2016264_2016572_AluSx1_SINE",83,2016572,4
553571,"chr16","2020002_2020283_AluJb_SINE",81,2020283,4
553581,"chr16","2045875_2046163_AluSx_SINE",82,2046163,4
553586,"chr16","2062238_2062533_AluSc8_SINE",85,2062533,4
553604,"chr16","2095055_2095347_AluSq_SINE",81,2095347,5
553610,"chr16","2101048_2101340_AluSg_SINE",77,2101340,5
553613,"chr16","2109046_2109318_AluSq_SINE",80,2109318,5
553620,"chr16","2118594_2118894_AluSg_SINE",81,2118894,5
553622,"chr16","2125246_2125553_AluY_SINE",83,2125553,5
553625,"chr16","2146520_2146817_AluSq_SINE",82,2146817,5
553631,"chr16","2178870_2179157_AluSg_SINE",80,2179157,5
553634,"chr16","2181552_2181843_AluSx_SINE",85,2181843,5
553639,"chr16","2187569_2187877_AluSg_SINE",81,2187877,5
553649,"chr16","2192568_2192878_AluY_SINE",86,2192878,5
553658,"chr16","2232793_2233087_AluY_SINE",79,2233087,5
553685,"chr16","2277379_2277664_AluY_SINE",83,2277664,5
553690,"chr16","2297091_2297395_AluY_SINE",81,2297395,5
553694,"chr16","2298409_2298714_AluSx_SINE",80,2298714,5
553705,"chr16","2315487_2315783_AluSx4_SINE",81,2315783,5
553721,"chr16","2351425_2351733_AluSx1_SINE",84,2351733,5
553728,"chr16","2360124_2360447_AluSc_SINE",85,2360447,5
553731,"chr16","2362526_2362832_AluSq2_SINE",84,2362832,5
553733,"chr16","2363273_2363580_AluSx_SINE",80,2363580,5
553750,"chr16","2396686_2396992_AluSq2_SINE",81,2396992,5
553768,"chr16","2420062_2420309_AluSx4_SINE",81,2420309,5
553781,"chr16","2447150_2447450_AluSx_SINE",81,2447450,5
553788,"chr16","2453640_2453948_AluY_SINE",83,2453948,5
553792,"chr16","2457201_2457482_AluSx1_SINE",81,2457482,5
553798,"chr16","2464392_2464711_AluY_SINE",98,2464711,5
553803,"chr16","2467941_2468250_AluSc_SINE",81,2468250,5
553804,"chr16","2468305_2468602_AluSc8_SINE",83,2468602,5
553819,"chr16","2489017_2489320_AluSq2_SINE",81,2489320,5
553831,"chr16","2513040_2513334_AluY_SINE",82,2513334,5
553845,"chr16","2544132_2544427_AluSg_SINE",81,2544427,5
553855,"chr16","2572401_2572688_AluSc8_SINE",82,2572688,5
553858,"chr16","2576656_2576946_AluSq2_SINE",80,2576946,5
553863,"chr16","2587033_2587340_AluSz_SINE",83,2587340,6
553879,"chr16","2642477_2642689_AluSx1_SINE",82,2642689,6
553882,"chr16","2646189_2646494_AluY_SINE",85,2646494,6
553883,"chr16","2655412_2655704_AluY_SINE",82,2655704,6
553887,"chr16","2659578_2659871_AluSx1_SINE",81,2659871,6
553894,"chr16","2724296_2724582_AluSg_SINE",81,2724582,6
553921,"chr16","2780407_2780608_AluY_SINE",83,2780608,6
553926,"chr16","2783405_2783710_AluSx_SINE",81,2783710,6
553933,"chr16","2796309_2796606_AluSx1_SINE",81,2796606,6
553949,"chr16","2842422_2842635_AluSq2_SINE",78,2842635,6
553956,"chr16","2859872_2860169_AluSp_SINE",80,2860169,6
553961,"chr16","2866447_2866743_AluSq2_SINE",81,2866743,6
553962,"chr16","2873721_2874015_AluSg_SINE",71,2874015,6
553990,"chr16","2929009_2929311_AluSx3_SINE",83,2929311,6
553991,"chr16","2929326_2929584_AluSx1_SINE",84,2929584,6
553992,"chr16","2930517_2930828_AluSq_SINE",84,2930828,6
554008,"chr16","2949866_2950164_AluSx1_SINE",81,2950164,6
554017,"chr16","2958764_2959062_AluSq2_SINE",82,2959062,6
554025,"chr16","2966354_2966667_AluY_SINE",84,2966667,6
554029,"chr16","2968446_2968741_AluSp_SINE",81,2968741,6
554033,"chr16","2970841_2971139_AluSc8_SINE",82,2971139,6
554034,"chr16","2971561_2971770_AluJb_SINE",81,2971770,6
554035,"chr16","2971782_2972070_AluSg_SINE",82,2972070,6
554043,"chr16","2989164_2989479_AluSp_SINE",97,2989479,6
554051,"chr16","2994109_2994414_AluSp_SINE",84,2994414,6
554057,"chr16","3001803_3002110_AluSc_SINE",81,3002110,6
554063,"chr16","3009697_3010003_AluSg_SINE",78,3010003,6
554087,"chr16","3066648_3066948_AluY_SINE",83,3066948,6
554096,"chr16","3083023_3083326_AluSx_SINE",81,3083326,7
554131,"chr16","3134324_3134638_AluSc5_SINE",80,3134638,7
554135,"chr16","3143246_3143535_AluY_SINE",71,3143535,7
554142,"chr16","3146646_3146948_AluSx_SINE",81,3146948,7
554160,"chr16","3171159_3171454_AluSc8_SINE",81,3171454,7
554161,"chr16","3171459_3171769_AluSx_SINE",81,3171769,7
554174,"chr16","3186436_3186738_AluSx3_SINE",82,3186738,7
554176,"chr16","3190236_3190523_AluSx_SINE",82,3190523,7
554196,"chr16","3234623_3234917_AluSq_SINE",81,3234917,7
554204,"chr16","3245419_3245697_AluSx1_SINE",83,3245697,7
554211,"chr16","3258173_3258469_AluSc_SINE",81,3258469,7
554226,"chr16","3279621_3279883_AluYf4_SINE",82,3279883,7
554232,"chr16","3290593_3290907_AluJb_SINE",82,3290907,7
554250,"chr16","3311559_3311863_AluSz_SINE",81,3311863,7
554251,"chr16","3312215_3312517_AluSx_SINE",82,3312517,7
554260,"chr16","3322071_3322367_AluSc8_SINE",80,3322367,7
554263,"chr16","3323770_3324063_AluSx1_SINE",81,3324063,7
554285,"chr16","3374994_3375281_AluSx_SINE",81,3375281,7
554292,"chr16","3383320_3383634_AluY_SINE",82,3383634,7
554299,"chr16","3387154_3387464_AluSx_SINE",95,3387464,7
554311,"chr16","3400400_3400709_AluY_SINE",82,3400709,7
554318,"chr16","3405180_3405472_AluSg_SINE",78,3405472,7
554326,"chr16","3419296_3419593_AluSc_SINE",81,3419593,7
554331,"chr16","3435042_3435315_AluSc_SINE",84,3435315,7
554336,"chr16","3453474_3453775_AluJb_SINE",80,3453775,7
554348,"chr16","3469795_3470083_AluSg_SINE",81,3470083,7
554352,"chr16","3473216_3473526_AluSx_SINE",80,3473526,7
554354,"chr16","3474604_3474897_AluSz_SINE",81,3474897,7
554359,"chr16","3478971_3479272_AluSc8_SINE",85,3479272,7
554363,"chr16","3490353_3490645_AluY_SINE",82,3490645,7
