"X","V1","V2","V3","End","Interval"
671625,"chr20","73602_73907_AluSq_SINE",82,73907,1
671631,"chr20","107611_107912_AluSx3_SINE",81,107912,1
671638,"chr20","152279_152589_AluY_SINE",83,152589,1
671642,"chr20","160111_160410_AluSq2_SINE",81,160410,1
671645,"chr20","207356_207655_AluSz_SINE",81,207655,1
671663,"chr20","241826_242140_AluSp_SINE",85,242140,1
671665,"chr20","245654_245964_AluSx1_SINE",81,245964,1
671667,"chr20","249554_249848_AluJb_SINE",81,249848,1
671671,"chr20","253619_253915_AluJb_SINE",81,253915,1
671676,"chr20","265214_265499_AluSx1_SINE",82,265499,1
671681,"chr20","273160_273467_AluSq_SINE",85,273467,1
671702,"chr20","301621_301928_AluY_SINE",86,301928,1
671713,"chr20","319973_320263_AluSq2_SINE",80,320263,1
671718,"chr20","325291_325539_AluSq2_SINE",80,325539,1
671726,"chr20","338077_338388_AluSp_SINE",80,338388,1
671733,"chr20","345122_345426_AluSx1_SINE",83,345426,1
671734,"chr20","346438_346728_AluSq2_SINE",83,346728,1
671762,"chr20","379614_379934_AluSx_SINE",81,379934,1
671776,"chr20","406267_406567_AluSg_SINE",81,406567,1
671793,"chr20","431906_432218_AluSx1_SINE",84,432218,1
671797,"chr20","433834_434142_AluSp_SINE",82,434142,1
671820,"chr20","471048_471346_AluSg7_SINE",83,471346,1
671826,"chr20","484539_484850_AluSx_SINE",82,484850,1
671828,"chr20","490233_490520_AluJb_SINE",82,490520,1
671834,"chr20","501154_501427_AluSz_SINE",81,501427,1
671837,"chr20","504253_504525_AluY_SINE",82,504525,1
671843,"chr20","507317_507599_AluSx3_SINE",82,507599,1
671853,"chr20","532656_532950_AluSq2_SINE",81,532950,1
671858,"chr20","540400_540729_AluSx_SINE",83,540729,1
671865,"chr20","558325_558631_AluSz_SINE",84,558631,1
671868,"chr20","564532_564839_AluSx1_SINE",84,564839,2
671878,"chr20","594851_595092_AluSz_SINE",79,595092,2
671889,"chr20","618832_619132_AluSx3_SINE",83,619132,2
671896,"chr20","635537_635829_AluSz_SINE",81,635829,2
671899,"chr20","660854_661145_AluSc_SINE",81,661145,2
671900,"chr20","664073_664384_AluSx_SINE",81,664384,2
671911,"chr20","693355_693652_AluSg_SINE",81,693652,2
671927,"chr20","727685_727998_AluSx1_SINE",82,727998,2
671933,"chr20","730858_731169_AluSc8_SINE",83,731169,2
671936,"chr20","735186_735480_AluSz6_SINE",80,735480,2
671942,"chr20","750258_750562_AluSz_SINE",81,750562,2
671943,"chr20","750799_751101_AluSz6_SINE",83,751101,2
671965,"chr20","797408_797646_AluSg_SINE",81,797646,2
671991,"chr20","835780_836067_AluSx1_SINE",81,836067,2
671996,"chr20","848234_848524_AluY_SINE",85,848524,2
672010,"chr20","924672_924960_AluSx_SINE",81,924960,2
672019,"chr20","964698_964994_AluSx3_SINE",84,964994,2
672033,"chr20","1007203_1007505_AluSx1_SINE",81,1007505,2
672036,"chr20","1020474_1020760_AluSx1_SINE",81,1020760,2
672038,"chr20","1030528_1030831_AluSx_SINE",81,1030831,2
672046,"chr20","1057249_1057544_AluSz_SINE",80,1057544,2
672051,"chr20","1080721_1080997_AluSq2_SINE",91,1080997,3
672083,"chr20","1204525_1204809_AluSx1_SINE",81,1204809,3
672086,"chr20","1219482_1219770_AluSx1_SINE",84,1219770,3
672092,"chr20","1251974_1252251_AluSx_SINE",81,1252251,3
672104,"chr20","1316197_1316452_AluSg_SINE",83,1316452,3
672119,"chr20","1381644_1381969_AluY_SINE",82,1381969,3
672121,"chr20","1385378_1385679_AluSp_SINE",80,1385679,3
672144,"chr20","1537616_1537931_AluJb_SINE",81,1537931,3
672155,"chr20","1664351_1664630_AluSq2_SINE",82,1664630,4
672157,"chr20","1680874_1681110_AluSc5_SINE",82,1681110,4
672162,"chr20","1715608_1715917_AluSx_SINE",81,1715917,4
672186,"chr20","1881805_1882116_AluSx_SINE",81,1882116,4
672197,"chr20","1950532_1950837_AluSc8_SINE",77,1950837,4
672198,"chr20","1951963_1952278_AluSq2_SINE",82,1952278,4
672208,"chr20","2011486_2011789_AluSc8_SINE",82,2011789,4
672209,"chr20","2020951_2021243_AluSx1_SINE",81,2021243,4
672215,"chr20","2044666_2044961_AluSc8_SINE",82,2044961,4
672229,"chr20","2068166_2068472_AluSc_SINE",82,2068472,4
672230,"chr20","2071663_2071971_AluSx_SINE",81,2071971,4
672244,"chr20","2137807_2138058_AluSx_SINE",81,2138058,5
672250,"chr20","2152350_2152656_AluSz_SINE",82,2152656,5
672251,"chr20","2162114_2162411_AluSz_SINE",83,2162411,5
672254,"chr20","2170829_2171117_AluSc_SINE",81,2171117,5
672271,"chr20","2205600_2205905_AluSx_SINE",81,2205905,5
672285,"chr20","2229301_2229600_AluSx1_SINE",82,2229600,5
672290,"chr20","2234441_2234780_AluSx1_SINE",81,2234780,5
672298,"chr20","2253214_2253524_AluSp_SINE",82,2253524,5
672322,"chr20","2311369_2311688_AluSx1_SINE",81,2311688,5
672327,"chr20","2325144_2325451_AluSp_SINE",80,2325451,5
672329,"chr20","2345183_2345482_AluY_SINE",82,2345482,5
672336,"chr20","2362280_2362577_AluJb_SINE",82,2362577,5
672337,"chr20","2364471_2364773_AluY_SINE",82,2364773,5
672362,"chr20","2435722_2435961_AluSp_SINE",80,2435961,5
672367,"chr20","2452140_2452473_AluSz6_SINE",81,2452473,5
672369,"chr20","2456227_2456499_AluSx1_SINE",78,2456499,5
672376,"chr20","2491748_2492055_AluJb_SINE",82,2492055,5
672377,"chr20","2495345_2495676_AluSz6_SINE",88,2495676,5
672385,"chr20","2512051_2512356_AluSz_SINE",80,2512356,5
