"X","V1","V2","V3","End","Interval"
528316,"chr15","20082770_20083081_AluSq_SINE",81,20083081,2
528325,"chr15","20164882_20165175_AluSz_SINE",81,20165175,2
528327,"chr15","20183765_20183992_AluSz_SINE",81,20183992,2
528342,"chr15","20422753_20423046_AluY_SINE",84,20423046,2
528352,"chr15","20438259_20438558_AluSq2_SINE",81,20438558,2
528562,"chr15","22559449_22559743_AluSg_SINE",81,22559743,6
528593,"chr15","22782415_22782725_AluY_SINE",84,22782725,6
528594,"chr15","22784752_22785064_AluJr4_SINE",83,22785064,6
528597,"chr15","22793915_22794227_AluYk4_SINE",82,22794227,6
528613,"chr15","22818910_22819207_AluY_SINE",82,22819207,6
528617,"chr15","22841452_22841751_AluSz6_SINE",80,22841751,6
528624,"chr15","22851943_22852161_AluSx1_SINE",81,22852161,6
528630,"chr15","22859991_22860243_AluSx3_SINE",82,22860243,6
528635,"chr15","22863500_22863794_AluY_SINE",82,22863794,6
528639,"chr15","22871726_22872021_AluSx1_SINE",81,22872021,6
528650,"chr15","22879671_22879959_AluSg_SINE",81,22879959,6
528665,"chr15","22894685_22894998_AluSz6_SINE",81,22894998,6
528667,"chr15","22895847_22896150_AluSp_SINE",80,22896150,6
528679,"chr15","22909573_22909844_AluSx_SINE",80,22909844,6
528685,"chr15","22926418_22926708_AluSx1_SINE",81,22926708,6
528717,"chr15","22966303_22966605_AluY_SINE",82,22966605,7
528720,"chr15","22967328_22967541_AluSc8_SINE",83,22967541,7
528722,"chr15","22972368_22972677_AluY_SINE",85,22972677,7
528726,"chr15","22981620_22981925_AluSx_SINE",81,22981925,7
528733,"chr15","23007570_23007862_AluY_SINE",82,23007862,7
528743,"chr15","23015612_23015919_AluSx1_SINE",87,23015919,7
528748,"chr15","23020586_23020883_AluSx_SINE",80,23020883,7
528765,"chr15","23042197_23042505_AluSg_SINE",81,23042505,7
528770,"chr15","23050209_23050521_AluSq_SINE",79,23050521,7
528772,"chr15","23054271_23054552_AluSx1_SINE",82,23054552,7
528781,"chr15","23060400_23060698_AluSz_SINE",82,23060698,7
528800,"chr15","23079364_23079629_AluSx1_SINE",81,23079629,7
528804,"chr15","23082978_23083265_AluSx_SINE",80,23083265,7
528807,"chr15","23086972_23087282_AluY_SINE",82,23087282,7
528811,"chr15","23089226_23089529_AluSg7_SINE",83,23089529,7
528812,"chr15","23089616_23089925_AluY_SINE",82,23089925,7
528813,"chr15","23089950_23090214_AluSg4_SINE",81,23090214,7
528815,"chr15","23095048_23095385_AluY_SINE",83,23095385,7
528833,"chr15","23150864_23151180_AluSg_SINE",81,23151180,7
528836,"chr15","23169670_23169976_AluY_SINE",84,23169976,7
528840,"chr15","23177339_23177640_AluSc5_SINE",80,23177640,7
528850,"chr15","23215867_23216160_AluY_SINE",82,23216160,7
528853,"chr15","23234903_23235191_AluSc_SINE",81,23235191,7
528880,"chr15","23624557_23624851_AluSq2_SINE",81,23624851,8
528882,"chr15","23628152_23628458_AluSg_SINE",83,23628458,8
528911,"chr15","23665670_23665951_AluSz_SINE",81,23665951,8
528924,"chr15","23693595_23693903_AluSx3_SINE",82,23693903,8
528931,"chr15","23707543_23707860_AluY_SINE",88,23707860,8
528936,"chr15","23723444_23723756_AluY_SINE",83,23723756,8
528937,"chr15","23726113_23726411_AluSx3_SINE",83,23726411,8
528946,"chr15","23767459_23767752_AluY_SINE",82,23767752,8
528966,"chr15","23846315_23846626_AluY_SINE",82,23846626,8
528967,"chr15","23849848_23850145_AluY_SINE",82,23850145,8
528970,"chr15","23859622_23859923_AluSx4_SINE",81,23859923,8
528973,"chr15","23862535_23862837_AluY_SINE",82,23862837,8
528974,"chr15","23863200_23863520_AluY_SINE",82,23863520,8
528975,"chr15","23876137_23876430_AluY_SINE",86,23876430,8
528983,"chr15","23886382_23886698_AluY_SINE",85,23886698,8
528996,"chr15","23927637_23927921_AluY_SINE",83,23927921,8
529008,"chr15","23973173_23973476_AluY_SINE",83,23973476,9
529018,"chr15","23991126_23991442_AluY_SINE",85,23991442,9
529022,"chr15","23994921_23995232_AluY_SINE",83,23995232,9
529034,"chr15","24067619_24067924_AluSp_SINE",81,24067924,9
529037,"chr15","24072009_24072306_AluSq2_SINE",81,24072306,9
529038,"chr15","24075781_24076071_AluSg4_SINE",81,24076071,9
529046,"chr15","24119279_24119584_AluY_SINE",82,24119584,9
529048,"chr15","24124960_24125250_AluY_SINE",85,24125250,9
529056,"chr15","24134956_24135249_AluSc_SINE",81,24135249,9
529057,"chr15","24136226_24136520_AluSz_SINE",81,24136520,9
529068,"chr15","24163141_24163444_AluSc_SINE",81,24163444,9
529070,"chr15","24167287_24167599_AluSp_SINE",80,24167599,9
529075,"chr15","24184009_24184322_AluY_SINE",85,24184322,9
529082,"chr15","24195464_24195783_AluSg_SINE",82,24195783,9
529088,"chr15","24216509_24216807_AluSc_SINE",81,24216807,9
529091,"chr15","24224826_24225099_AluSx3_SINE",74,24225099,9
529099,"chr15","24250523_24250829_AluSg_SINE",81,24250829,9
529102,"chr15","24271065_24271366_AluY_SINE",83,24271366,9
529103,"chr15","24274210_24274514_AluSq_SINE",81,24274514,9
529108,"chr15","24316819_24317122_AluSx1_SINE",80,24317122,9
529115,"chr15","24368705_24369012_AluY_SINE",82,24369012,9
529127,"chr15","24446026_24446324_AluY_SINE",83,24446324,10
529137,"chr15","24509355_24509652_AluSc8_SINE",82,24509652,10
529156,"chr15","24602487_24602782_AluSz_SINE",82,24602782,10
529162,"chr15","24638866_24639160_AluY_SINE",81,24639160,10
529209,"chr15","24875131_24875438_AluSc_SINE",81,24875438,10
529211,"chr15","24894555_24894835_AluSg_SINE",81,24894835,10
529212,"chr15","24920042_24920348_AluSx_SINE",81,24920348,10
529250,"chr15","25072733_25073029_AluSg_SINE",81,25073029,11
529257,"chr15","25083174_25083480_AluSc8_SINE",83,25083480,11
529260,"chr15","25085996_25086285_AluSg7_SINE",80,25086285,11
529263,"chr15","25089670_25089970_AluSx1_SINE",80,25089970,11
529268,"chr15","25095460_25095761_AluSx1_SINE",81,25095761,11
529279,"chr15","25118592_25118893_AluY_SINE",82,25118893,11
529287,"chr15","25134914_25135213_AluSx_SINE",81,25135213,11
529298,"chr15","25149519_25149831_AluSx_SINE",81,25149831,11
529302,"chr15","25152462_25152760_AluY_SINE",83,25152760,11
529304,"chr15","25158085_25158386_AluSx_SINE",81,25158386,11
529309,"chr15","25175758_25176063_AluSg_SINE",80,25176063,11
529326,"chr15","25188957_25189267_AluSz_SINE",81,25189267,11
529331,"chr15","25195328_25195613_AluSg_SINE",81,25195613,11
529334,"chr15","25196660_25196954_AluSz_SINE",81,25196954,11
529337,"chr15","25208481_25208782_AluSg_SINE",81,25208782,11
529340,"chr15","25212506_25212805_AluSx1_SINE",83,25212805,11
529350,"chr15","25246012_25246315_AluSq_SINE",72,25246315,11
529352,"chr15","25250102_25250404_AluY_SINE",82,25250404,11
529359,"chr15","25257953_25258238_AluSx_SINE",81,25258238,11
529374,"chr15","25359710_25359996_AluSx_SINE",80,25359996,11
529395,"chr15","25586629_25586945_AluSx1_SINE",80,25586945,12
529399,"chr15","25602495_25602792_AluSc_SINE",80,25602792,12
529401,"chr15","25606273_25606570_AluSg_SINE",81,25606570,12
529403,"chr15","25618623_25618923_AluSc_SINE",83,25618923,12
529407,"chr15","25632386_25632691_AluY_SINE",83,25632691,12
529416,"chr15","25714974_25715267_AluY_SINE",83,25715267,12
529418,"chr15","25721426_25721725_AluSq2_SINE",81,25721725,12
529423,"chr15","25734786_25735081_AluSx1_SINE",73,25735081,12
529427,"chr15","25770206_25770493_AluSx1_SINE",76,25770493,12
529436,"chr15","25807329_25807619_AluSx_SINE",81,25807619,12
529448,"chr15","25878091_25878384_AluSx1_SINE",81,25878384,12
529450,"chr15","25888681_25888926_AluSx_SINE",81,25888926,12
529460,"chr15","25926918_25927230_AluY_SINE",83,25927230,12
529463,"chr15","25935408_25935686_AluJb_SINE",78,25935686,12
529471,"chr15","25971586_25971889_AluSx3_SINE",84,25971889,12
529481,"chr15","26014351_26014660_AluSg7_SINE",83,26014660,13
529488,"chr15","26034113_26034407_AluJb_SINE",84,26034407,13
529497,"chr15","26080953_26081259_AluY_SINE",82,26081259,13
529503,"chr15","26113824_26114126_AluSx3_SINE",82,26114126,13
529524,"chr15","26180413_26180697_AluSx_SINE",83,26180697,13
529537,"chr15","26222020_26222322_AluSx1_SINE",82,26222322,13
529542,"chr15","26248518_26248809_AluSp_SINE",82,26248809,13
529552,"chr15","26267619_26267923_AluY_SINE",81,26267923,13
529553,"chr15","26269830_26270138_AluSx_SINE",78,26270138,13
529573,"chr15","26360074_26360379_AluSz6_SINE",81,26360379,13
529579,"chr15","26369172_26369476_AluY_SINE",81,26369476,13
529603,"chr15","26494367_26494663_AluY_SINE",79,26494663,13
529608,"chr15","26511528_26511839_AluSz_SINE",82,26511839,13
529609,"chr15","26513481_26513769_AluSc_SINE",79,26513769,13
529616,"chr15","26527382_26527695_AluY_SINE",84,26527695,14
529633,"chr15","26593868_26594175_AluSc_SINE",81,26594175,14
529635,"chr15","26606096_26606406_AluY_SINE",82,26606406,14
529654,"chr15","26677424_26677719_AluSg_SINE",81,26677719,14
529657,"chr15","26686076_26686372_AluY_SINE",84,26686372,14
529666,"chr15","26716685_26716985_AluSc_SINE",81,26716985,14
529671,"chr15","26769886_26770188_AluYk4_SINE",82,26770188,14
529685,"chr15","26837907_26838182_AluSc8_SINE",83,26838182,14
529708,"chr15","26983243_26983529_AluSq2_SINE",81,26983529,14
529717,"chr15","27006259_27006552_AluSx3_SINE",83,27006552,14
529718,"chr15","27009010_27009326_AluSx_SINE",85,27009326,14
529720,"chr15","27022480_27022788_AluSx3_SINE",82,27022788,15
529721,"chr15","27029089_27029333_AluSx3_SINE",84,27029333,15
529725,"chr15","27037140_27037366_AluY_SINE",83,27037366,15
529727,"chr15","27041557_27041854_AluY_SINE",83,27041854,15
529742,"chr15","27132472_27132798_AluSx1_SINE",83,27132798,15
529743,"chr15","27140677_27140987_AluSc8_SINE",83,27140987,15
529749,"chr15","27176030_27176345_AluSx1_SINE",84,27176345,15
529753,"chr15","27203633_27203936_AluSz_SINE",81,27203936,15
529756,"chr15","27211777_27212081_AluSc_SINE",83,27212081,15
529762,"chr15","27241806_27242098_AluY_SINE",85,27242098,15
529781,"chr15","27357589_27357886_AluSx1_SINE",80,27357886,15
529786,"chr15","27401164_27401475_AluY_SINE",82,27401475,15
529793,"chr15","27490738_27491029_AluSx3_SINE",82,27491029,15
529795,"chr15","27501307_27501611_AluY_SINE",82,27501611,15
529806,"chr15","27574396_27574710_AluSx_SINE",81,27574710,16
529807,"chr15","27575106_27575416_AluSc8_SINE",81,27575416,16
529810,"chr15","27590917_27591225_AluSx4_SINE",80,27591225,16
529820,"chr15","27648778_27649080_AluSg_SINE",80,27649080,16
529829,"chr15","27719995_27720283_AluSx1_SINE",81,27720283,16
529832,"chr15","27743649_27743951_AluSx_SINE",82,27743951,16
529835,"chr15","27753878_27754163_AluY_SINE",88,27754163,16
529837,"chr15","27760230_27760537_AluSq_SINE",82,27760537,16
529864,"chr15","27991321_27991642_AluSx3_SINE",86,27991642,16
529869,"chr15","28046429_28046725_AluSc_SINE",81,28046725,17
529872,"chr15","28077976_28078261_AluSz_SINE",83,28078261,17
529882,"chr15","28172153_28172449_AluSp_SINE",80,28172449,17
529887,"chr15","28201213_28201507_AluSp_SINE",80,28201507,17
529889,"chr15","28211099_28211420_AluSx_SINE",81,28211420,17
529891,"chr15","28218031_28218315_AluSz_SINE",85,28218315,17
529893,"chr15","28219630_28219910_AluSx_SINE",81,28219910,17
529895,"chr15","28225271_28225572_AluY_SINE",82,28225572,17
529912,"chr15","28295460_28295730_AluSx1_SINE",85,28295730,17
529918,"chr15","28322945_28323207_AluSc_SINE",81,28323207,17
529922,"chr15","28336819_28337113_AluSx1_SINE",81,28337113,17
529928,"chr15","28361357_28361657_AluSx_SINE",84,28361657,17
529929,"chr15","28364602_28364891_AluJb_SINE",81,28364891,17
529938,"chr15","28398521_28398818_AluSz_SINE",78,28398818,17
529947,"chr15","28433406_28433704_AluY_SINE",86,28433704,17
529964,"chr15","28490411_28490707_AluSz_SINE",81,28490707,17
529968,"chr15","28498825_28499130_AluSx1_SINE",81,28499130,17
529977,"chr15","28511379_28511670_AluSq2_SINE",80,28511670,17
530045,"chr15","28975279_28975582_AluY_SINE",82,28975582,18
530054,"chr15","29013589_29013893_AluSc5_SINE",80,29013893,18
530070,"chr15","29080022_29080233_AluSg_SINE",81,29080233,19
