"X","V1","V2","V3","End","Interval"
119710,"chr3","266537_266824_AluSx_SINE",81,266824,1
119718,"chr3","299025_299333_AluSx1_SINE",80,299333,1
119721,"chr3","311224_311508_AluSq2_SINE",80,311508,1
119723,"chr3","328011_328324_AluSx_SINE",81,328324,1
119735,"chr3","434673_434930_AluY_SINE",82,434930,1
119739,"chr3","495833_496131_AluSz_SINE",80,496131,1
119741,"chr3","506300_506611_AluSx3_SINE",91,506611,1
119748,"chr3","559383_559681_AluSx_SINE",80,559681,1
119750,"chr3","604131_604451_AluY_SINE",83,604451,2
119751,"chr3","608102_608398_AluSc_SINE",81,608398,2
119759,"chr3","704888_705187_AluSc_SINE",81,705187,2
119782,"chr3","922497_922806_AluSp_SINE",81,922806,2
119785,"chr3","955937_956243_AluSx_SINE",81,956243,2
119786,"chr3","962242_962551_AluSx3_SINE",82,962551,2
119793,"chr3","1130872_1131156_AluJb_SINE",82,1131156,3
119802,"chr3","1196114_1196426_AluSp_SINE",80,1196426,3
119819,"chr3","1266427_1266731_AluSx_SINE",83,1266731,3
119821,"chr3","1278482_1278782_AluY_SINE",83,1278782,3
119850,"chr3","1529449_1529747_AluSx1_SINE",81,1529747,3
119862,"chr3","1684213_1684513_AluSc8_SINE",82,1684513,4
119919,"chr3","2110813_2111104_AluSc_SINE",81,2111104,4
119942,"chr3","2257284_2257591_AluSc8_SINE",83,2257591,5
119947,"chr3","2302377_2302714_AluSx1_SINE",84,2302714,5
119951,"chr3","2318404_2318580_AluSx_SINE",81,2318580,5
119959,"chr3","2375857_2376142_AluSz_SINE",82,2376142,5
119964,"chr3","2395932_2396225_AluSx1_SINE",81,2396225,5
119979,"chr3","2458343_2458637_AluY_SINE",83,2458637,5
119986,"chr3","2507080_2507393_AluSx_SINE",81,2507393,5
120005,"chr3","2630042_2630348_AluSx3_SINE",82,2630348,6
120020,"chr3","2700865_2701172_AluSz_SINE",81,2701172,6
120023,"chr3","2715219_2715525_AluY_SINE",84,2715525,6
120027,"chr3","2746796_2747069_AluY_SINE",82,2747069,6
120035,"chr3","2778770_2779064_AluSz_SINE",81,2779064,6
120040,"chr3","2800201_2800492_AluSz_SINE",81,2800492,6
120042,"chr3","2804621_2804927_AluY_SINE",86,2804927,6
120044,"chr3","2811699_2812011_AluSg_SINE",81,2812011,6
120052,"chr3","2837204_2837503_AluY_SINE",82,2837503,6
120056,"chr3","2847574_2847884_AluY_SINE",81,2847884,6
120062,"chr3","2875541_2875847_AluSc8_SINE",87,2875847,6
120063,"chr3","2875966_2876264_AluSz_SINE",82,2876264,6
120084,"chr3","2956758_2957049_AluSz_SINE",81,2957049,6
120114,"chr3","3132238_3132556_AluY_SINE",89,3132556,7
120133,"chr3","3182485_3182767_AluY_SINE",82,3182767,7
120140,"chr3","3247042_3247354_AluSx1_SINE",81,3247354,7
120154,"chr3","3312278_3312533_AluSq4_SINE",81,3312533,7
120161,"chr3","3369414_3369686_AluSx_SINE",81,3369686,7
120165,"chr3","3431190_3431483_AluSx1_SINE",80,3431483,7
120168,"chr3","3465123_3465416_AluSx1_SINE",79,3465416,7
120175,"chr3","3492745_3493042_AluJb_SINE",82,3493042,7
120176,"chr3","3498816_3499111_AluSc_SINE",82,3499111,7
120181,"chr3","3556378_3556680_AluSq_SINE",81,3556680,7
120199,"chr3","3724630_3724926_AluSc8_SINE",81,3724926,8
120203,"chr3","3740795_3741098_AluSx4_SINE",81,3741098,8
120207,"chr3","3791032_3791342_AluSx_SINE",81,3791342,8
120209,"chr3","3815075_3815285_AluY_SINE",81,3815285,8
120231,"chr3","4098422_4098729_AluY_SINE",87,4098729,8
120232,"chr3","4112312_4112614_AluY_SINE",78,4112614,8
120234,"chr3","4118401_4118706_AluY_SINE",87,4118706,8
120243,"chr3","4186601_4186897_AluY_SINE",82,4186897,9
120265,"chr3","4357448_4357752_AluSz_SINE",81,4357752,9
120276,"chr3","4383934_4384222_AluSz_SINE",81,4384222,9
120280,"chr3","4399261_4399591_AluSq2_SINE",81,4399591,9
120285,"chr3","4421310_4421549_AluSc_SINE",81,4421549,9
120297,"chr3","4455556_4455848_AluSx_SINE",82,4455848,9
120300,"chr3","4476609_4476908_AluSx_SINE",80,4476908,9
120308,"chr3","4497117_4497401_AluSx_SINE",82,4497401,9
120310,"chr3","4500257_4500561_AluY_SINE",83,4500561,9
120311,"chr3","4506878_4507190_AluSc5_SINE",81,4507190,9
120326,"chr3","4544484_4544789_AluSx1_SINE",84,4544789,9
120327,"chr3","4546877_4547176_AluSz_SINE",81,4547176,9
120335,"chr3","4574038_4574354_AluJb_SINE",81,4574354,9
120361,"chr3","4652962_4653281_AluSz_SINE",81,4653281,10
120367,"chr3","4668511_4668804_AluSz_SINE",83,4668804,10
120388,"chr3","4785513_4785813_AluSx1_SINE",82,4785813,10
120391,"chr3","4817761_4818053_AluSx4_SINE",83,4818053,10
120394,"chr3","4845553_4845855_AluSx3_SINE",81,4845855,10
120404,"chr3","4902544_4902816_AluY_SINE",82,4902816,10
120415,"chr3","4937150_4937433_AluSx1_SINE",80,4937433,10
120418,"chr3","4942841_4943135_AluJb_SINE",83,4943135,10
120432,"chr3","4974146_4974430_AluJb_SINE",85,4974430,10
120433,"chr3","4975137_4975436_AluSc_SINE",81,4975436,10
120434,"chr3","4976697_4977002_AluSx_SINE",81,4977002,10
120455,"chr3","5032936_5033235_AluSg_SINE",81,5033235,10
120460,"chr3","5048054_5048366_AluSz_SINE",81,5048366,10
120463,"chr3","5054477_5054778_AluSz_SINE",81,5054778,10
120469,"chr3","5065533_5065818_AluJb_SINE",82,5065818,10
120476,"chr3","5072793_5073072_AluSx_SINE",84,5073072,10
120482,"chr3","5080737_5081022_AluSz_SINE",82,5081022,10
120484,"chr3","5088003_5088291_AluSx_SINE",81,5088291,10
120489,"chr3","5100856_5101166_AluSx1_SINE",81,5101166,10
120498,"chr3","5118237_5118537_AluSx_SINE",83,5118537,10
120511,"chr3","5137154_5137399_AluSq_SINE",80,5137399,10
120532,"chr3","5159425_5159739_AluSz_SINE",83,5159739,11
120542,"chr3","5171541_5171848_AluSx_SINE",81,5171848,11
120549,"chr3","5177154_5177441_AluSg_SINE",81,5177441,11
