"X","V1","V2","V3","End","Interval"
379703,"chr10","100714_100994_AluSg7_SINE",81,100994,1
379705,"chr10","109022_109315_AluY_SINE",85,109315,1
379708,"chr10","113355_113664_AluSc8_SINE",82,113664,1
379712,"chr10","116969_117282_AluSz_SINE",84,117282,1
379726,"chr10","148795_149099_AluY_SINE",84,149099,1
379728,"chr10","156378_156695_AluSx1_SINE",81,156695,1
379732,"chr10","160911_161207_AluY_SINE",82,161207,1
379735,"chr10","174969_175267_AluSc_SINE",81,175267,1
379736,"chr10","176776_177067_AluJb_SINE",80,177067,1
379756,"chr10","284294_284595_AluY_SINE",82,284595,1
379759,"chr10","289523_289811_AluY_SINE",82,289811,1
379763,"chr10","306383_306674_AluSg7_SINE",77,306674,1
379767,"chr10","341219_341530_AluYk4_SINE",82,341530,1
379769,"chr10","370923_371228_AluY_SINE",82,371228,1
379775,"chr10","388947_389239_AluSc8_SINE",82,389239,1
379781,"chr10","418009_418314_AluSz_SINE",80,418314,1
379799,"chr10","591934_592242_AluSx1_SINE",81,592242,2
379805,"chr10","619361_619644_AluSz_SINE",82,619644,2
379809,"chr10","642168_642465_AluSq2_SINE",67,642465,2
379814,"chr10","689172_689478_AluY_SINE",83,689478,2
379817,"chr10","731621_731918_AluSx1_SINE",80,731918,2
379818,"chr10","737744_738036_AluSx3_SINE",83,738036,2
379821,"chr10","748383_748683_AluSq2_SINE",82,748683,2
379833,"chr10","791073_791378_AluY_SINE",82,791378,2
379847,"chr10","859741_860040_AluSc8_SINE",82,860040,2
379851,"chr10","881638_881888_AluSg4_SINE",81,881888,2
379861,"chr10","906814_907108_AluY_SINE",82,907108,2
379863,"chr10","913518_913826_AluSz_SINE",81,913826,2
379876,"chr10","938484_938777_AluY_SINE",82,938777,2
379887,"chr10","959600_959877_AluSx4_SINE",81,959877,2
379889,"chr10","961462_961790_AluY_SINE",82,961790,2
379894,"chr10","968730_969028_AluY_SINE",83,969028,2
379899,"chr10","979776_980070_AluSc8_SINE",82,980070,2
379926,"chr10","1025630_1025909_AluY_SINE",82,1025909,2
379932,"chr10","1038058_1038356_AluY_SINE",82,1038356,2
379944,"chr10","1058909_1059222_AluSx1_SINE",81,1059222,2
379945,"chr10","1059267_1059574_AluY_SINE",83,1059574,2
379958,"chr10","1078904_1079203_AluY_SINE",83,1079203,2
379960,"chr10","1087737_1088046_AluSg_SINE",84,1088046,3
379969,"chr10","1110523_1110834_AluSx_SINE",80,1110834,3
379970,"chr10","1112061_1112355_AluY_SINE",83,1112355,3
379977,"chr10","1138315_1138597_AluYc_SINE",82,1138597,3
379979,"chr10","1144266_1144564_AluSc_SINE",81,1144564,3
379980,"chr10","1151733_1152024_AluY_SINE",82,1152024,3
379984,"chr10","1159890_1160196_AluSx1_SINE",81,1160196,3
379994,"chr10","1204400_1204689_AluSg_SINE",81,1204689,3
379995,"chr10","1207477_1207766_AluSc_SINE",81,1207766,3
380000,"chr10","1253004_1253287_AluSz_SINE",81,1253287,3
380001,"chr10","1263980_1264290_AluSx1_SINE",81,1264290,3
380015,"chr10","1461291_1461525_AluSq2_SINE",83,1461525,3
380032,"chr10","1576332_1576632_AluSq2_SINE",81,1576632,3
380043,"chr10","1672901_1673219_AluSx_SINE",81,1673219,4
380062,"chr10","1875038_1875347_AluSx1_SINE",80,1875347,4
380074,"chr10","1940492_1940756_AluSx4_SINE",81,1940756,4
380084,"chr10","1997597_1997903_AluSq2_SINE",81,1997903,4
380086,"chr10","2029144_2029454_AluY_SINE",82,2029454,4
380093,"chr10","2076583_2076896_AluSz_SINE",81,2076896,4
380100,"chr10","2132169_2132474_AluY_SINE",83,2132474,5
380102,"chr10","2138108_2138419_AluSx_SINE",81,2138419,5
380105,"chr10","2156857_2157166_AluY_SINE",84,2157166,5
380116,"chr10","2234177_2234479_AluY_SINE",81,2234479,5
380131,"chr10","2350958_2351268_AluSx3_SINE",81,2351268,5
380143,"chr10","2402971_2403292_AluSx_SINE",81,2403292,5
380147,"chr10","2418649_2418929_AluSq_SINE",82,2418929,5
380152,"chr10","2436273_2436565_AluSx1_SINE",98,2436565,5
380158,"chr10","2475255_2475571_AluSx1_SINE",82,2475571,5
380168,"chr10","2520220_2520530_AluSq4_SINE",81,2520530,5
380169,"chr10","2525320_2525627_AluSp_SINE",79,2525627,5
380172,"chr10","2538092_2538393_AluSq_SINE",81,2538393,5
380180,"chr10","2581659_2581951_AluSg_SINE",84,2581951,5
380185,"chr10","2603601_2603898_AluSx3_SINE",85,2603898,6
380188,"chr10","2622932_2623236_AluSp_SINE",82,2623236,6
380193,"chr10","2650995_2651307_AluY_SINE",83,2651307,6
380196,"chr10","2683676_2683981_AluSq2_SINE",81,2683981,6
380201,"chr10","2728040_2728355_AluSx_SINE",81,2728355,6
380203,"chr10","2766158_2766438_AluSc_SINE",81,2766438,6
380205,"chr10","2778378_2778681_AluSx1_SINE",81,2778681,6
380213,"chr10","2818381_2818691_AluSp_SINE",80,2818691,6
