"X","V1","V2","V3","End","Interval"
317201,"chr8","165486_165750_AluJb_SINE",81,165750,1
317231,"chr8","308404_308720_AluY_SINE",83,308720,1
317234,"chr8","345573_345875_AluSx3_SINE",81,345875,1
317236,"chr8","388059_388358_AluSz_SINE",85,388358,1
317248,"chr8","498557_498865_AluSc8_SINE",82,498865,1
317259,"chr8","624296_624603_AluSz6_SINE",82,624603,2
317273,"chr8","722332_722622_AluSx_SINE",81,722622,2
317276,"chr8","734925_735251_AluY_SINE",92,735251,2
317281,"chr8","766911_767163_AluY_SINE",83,767163,2
317285,"chr8","797499_797808_AluSz_SINE",81,797808,2
317286,"chr8","799797_800078_AluSg_SINE",81,800078,2
317304,"chr8","910237_910534_AluSx_SINE",77,910534,2
317319,"chr8","1199881_1200176_AluSg_SINE",81,1200176,3
317339,"chr8","1389573_1389874_AluSc_SINE",81,1389874,3
317345,"chr8","1433908_1434198_AluSx1_SINE",80,1434198,3
317348,"chr8","1457216_1457510_AluSc8_SINE",81,1457510,3
317363,"chr8","1595454_1595684_AluY_SINE",85,1595684,4
317365,"chr8","1614556_1614859_AluSx1_SINE",80,1614859,4
317374,"chr8","1662103_1662401_AluY_SINE",83,1662401,4
317377,"chr8","1672073_1672383_AluY_SINE",82,1672383,4
317383,"chr8","1682959_1683266_AluSx1_SINE",81,1683266,4
317386,"chr8","1687093_1687368_AluSg_SINE",81,1687368,4
317388,"chr8","1689598_1689910_AluSc8_SINE",82,1689910,4
317396,"chr8","1701770_1702074_AluSq2_SINE",83,1702074,4
317404,"chr8","1720072_1720401_AluSx_SINE",83,1720401,4
317415,"chr8","1753708_1754020_AluSq_SINE",81,1754020,4
317436,"chr8","1853004_1853313_AluSz6_SINE",89,1853313,4
317451,"chr8","1932445_1932752_AluY_SINE",81,1932752,4
317458,"chr8","1963109_1963356_AluY_SINE",83,1963356,4
317463,"chr8","1980149_1980422_AluSg_SINE",81,1980422,4
317474,"chr8","2045346_2045656_AluSx1_SINE",83,2045656,4
317476,"chr8","2052114_2052416_AluY_SINE",85,2052416,4
